census region,air conditioning type,housing types,technology,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,64,29,72,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,73,2000,16182.4576408,16182.4576408,16182.4576404,16182.4576075,16182.4568773,16182.4489864,16182.3947296,16182.1210474,16181.018699,16177.2752228,16166.1562501,16136.5189367,16064.3316369,15901.6867582,15560.3974224,14892.9916567,13685.6375612
66,64,29,73,2001,0.0,12512.9270361,12512.9270361,12512.9270358,12512.9270103,12512.9264457,12512.9203442,12512.8783906,12512.6667685,12511.8143884,12508.919782,12500.3221452,12477.4053826,12421.5872593,12295.8236983,12031.9250586,11515.8600804
66,64,29,73,2002,0.0,0.0,31500.238989,31500.238989,31500.2389882,31500.238924,31500.2375027,31500.2221427,31500.1165281,31499.5837873,31497.4379922,31490.1510647,31468.5072387,31410.8162208,31270.2988009,30953.6996376,30289.3570586
66,64,29,73,2003,0.0,0.0,0.0,27599.6923083,27599.6923083,27599.6923076,27599.6922513,27599.691006,27599.6775479,27599.5850112,27599.1182375,27597.2381475,27590.8535307,27571.8897718,27521.3423983,27398.2246799,27120.8287054
66,64,29,73,2004,0.0,0.0,0.0,0.0,6.13887604376e-09,6.13887604376e-09,6.1388760436e-09,6.13887603109e-09,6.13887575409e-09,6.13887276068e-09,6.13885217814e-09,6.13874835577e-09,6.13833017577e-09,6.13691007401e-09,6.13269204999e-09,6.12144902391e-09,6.0940645008e-09
66,64,29,73,2005,0.0,0.0,0.0,0.0,0.0,24247.8725195,24247.8725195,24247.8725189,24247.8724695,24247.8713754,24247.8595517,24247.778253,24247.3681663,24245.7164021,24240.1071593,24223.4464371,24179.0377438
66,64,29,73,2006,0.0,0.0,0.0,0.0,0.0,0.0,10625.5449145,10625.5449145,10625.5449143,10625.5448926,10625.5444132,10625.539232,10625.5036065,10625.3239043,10624.6000926,10622.142093,10614.8412771
66,64,29,73,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19292.13758,19292.13758,19292.1375795,19292.1375402,19292.1366697,19292.1272625,19292.0625795,19291.7363055,19290.4221258,19285.9592896
66,64,29,73,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18843.0839094,18843.0839094,18843.0839089,18843.0838705,18843.0830203,18843.0738321,18843.0106546,18842.6919752,18841.408385
66,64,29,73,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38344.7427231,38344.7427231,38344.7427221,38344.742644,38344.7409138,38344.7222163,38344.5936533,38343.9451564
66,64,29,73,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26403.5107174,26403.5107174,26403.5107167,26403.5106629,26403.5094715,26403.4965967,26403.4080706
66,64,29,73,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15030.9658378,15030.9658378,15030.9658374,15030.9658068,15030.9651286,15030.9577992
66,64,29,73,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12982.5703465,12982.5703465,12982.5703462,12982.5703197,12982.5697339
66,64,29,73,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14657.7762141,14657.7762141,14657.7762137,14657.7761839
66,64,29,73,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33940.052278,33940.052278,33940.0522772
66,64,29,73,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31110.6703426,31110.6703426
66,64,29,73,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14742.727122
66,64,30,42,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,73,2000,412.451179189,412.451179189,412.451179179,412.451178338,412.451159727,412.45095861,412.449575736,412.442600248,412.414504089,412.319092056,412.035696696,411.280314224,409.440436897,405.29501761,396.596389,379.585851963,348.813355507
66,64,30,73,2001,0.0,318.923838745,318.923838745,318.923838737,318.923838087,318.923823696,318.923668184,318.922598891,318.917205162,318.895480082,318.821703661,318.602570973,318.018478867,316.595811725,313.390406822,306.66427736,293.511046033
66,64,30,73,2002,0.0,0.0,802.863879153,802.863879153,802.863879133,802.863877497,802.863841269,802.86344978,802.860757924,802.847179668,802.792488611,802.60676269,802.055114619,800.584711981,797.003267381,788.933930749,772.001466832
66,64,30,73,2003,0.0,0.0,0.0,703.448505194,703.448505194,703.448505176,703.448503743,703.448472001,703.448128988,703.445770453,703.433873538,703.385954652,703.223226418,702.739886687,701.451558037,698.313589179,691.243445735
66,64,30,73,2004,0.0,0.0,0.0,0.0,6.13507723432e-10,6.13507723432e-10,6.13507723417e-10,6.13507722167e-10,6.13507694484e-10,6.13507395328e-10,6.13505338348e-10,6.13494962535e-10,6.13453170412e-10,6.13311248114e-10,6.12889706728e-10,6.11766099853e-10,6.09029342128e-10
66,64,30,73,2005,0.0,0.0,0.0,0.0,0.0,618.018834683,618.018834683,618.018834668,618.018833409,618.018805522,618.018504166,618.016432061,618.005979956,617.963880536,617.820914686,617.396273714,616.264404977
66,64,30,73,2006,0.0,0.0,0.0,0.0,0.0,0.0,270.819094775,270.819094775,270.819094768,270.819094216,270.819081996,270.818949941,270.818041933,270.813461766,270.79501358,270.732365194,270.546285293
66,64,30,73,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.70929846,491.70929846,491.709298448,491.709297446,491.709275259,491.709035494,491.707386882,491.699070958,491.665575739,491.551828983
66,64,30,73,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.264021107,480.264021107,480.264021095,480.264020116,480.263998445,480.263764261,480.262154023,480.254031665,480.221316098
66,64,30,73,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.313502241,977.313502241,977.313502217,977.313500225,977.313456126,977.312979573,977.309702818,977.293174222
66,64,30,73,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.960768494,672.960768494,672.960768478,672.960767106,672.96073674,672.960408594,672.958152279
66,64,30,73,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.10247564,383.10247564,383.10247563,383.10247485,383.102457563,383.102270756
66,64,30,73,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.893895549,330.893895549,330.89389554,330.893894866,330.893879935
66,64,30,73,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.590786886,373.590786886,373.590786876,373.590786115
66,64,30,73,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.048739475,865.048739474,865.048739453
66,64,30,73,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.934729258,792.934729258
66,64,30,73,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.755977298
67,63,28,42,2000,42688.0711782,42687.8943657,42683.9580794,42662.1584865,42592.4884173,42425.3483383,42089.3056624,41491.0616011,40519.0295905,39052.3660055,36977.2191027,34210.8799669,30731.9362925,26610.3867312,22027.001536,17268.6419751,12689.518272
67,63,28,42,2001,0.0,205878.299968,205877.447228,205858.463097,205753.326861,205417.318346,204611.226284,202990.541795,200105.298519,195417.330843,188343.827703,178335.698857,164994.05135,148215.616776,128337.988354,106232.994475,83284.1249199
67,63,28,42,2002,0.0,0.0,182575.99558,182575.239357,182558.403942,182465.167535,182167.190093,181452.33544,180015.087881,177456.410431,173299.04967,167026.159918,158150.799629,146319.224487,131439.854504,113812.072463,94209.0289884
67,63,28,42,2003,0.0,0.0,0.0,200810.670058,200809.838307,200791.321465,200688.773124,200361.035354,199574.784995,197993.993148,195179.769232,190607.194413,183707.803339,173946.021452,160932.774422,144567.335763,125178.988943
67,63,28,42,2004,0.0,0.0,0.0,0.0,212680.363335,212679.48242,212659.871068,212551.26121,212204.151228,211371.426493,209697.195814,206716.626283,201873.771699,194566.565363,184227.775508,170445.330055,153112.548688
67,63,28,42,2005,0.0,0.0,0.0,0.0,0.0,224161.250374,224160.321906,224139.651897,224025.179074,223659.33144,222781.654654,221017.045846,217875.579551,212771.298545,205069.635433,194172.738206,179646.29036
67,63,28,42,2006,0.0,0.0,0.0,0.0,0.0,0.0,171428.505663,171427.795612,171411.988113,171324.444414,171044.660495,170373.452516,169023.958567,166621.505548,162717.979565,156828.091834,148494.631858
67,63,28,42,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192729.038963,192728.240686,192710.469055,192612.047775,192297.49982,191542.89213,190025.719295,187324.7539,182936.202484,176314.477598
67,63,28,42,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188379.886165,188379.105902,188361.735308,188265.535018,187958.0852,187220.506101,185737.570019,183097.55502,178808.036323
67,63,28,42,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204970.144626,204969.295647,204950.395258,204845.722791,204511.196452,203708.660165,202095.124721,199222.60862
67,63,28,42,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196009.05112,196008.239258,195990.165175,195890.068886,195570.16771,194802.717521,193259.724263
67,63,28,42,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171317.762388,171317.052796,171301.255508,171213.768363,170934.165185,170263.390808
67,63,28,42,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181533.369238,181532.617333,181515.87806,181423.174092,181126.898293
67,63,28,42,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215569.155356,215568.262476,215548.384747,215438.299665
67,63,28,42,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215534.699255,215533.806518,215513.931966
67,63,28,42,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198120.182186,198119.36158
67,63,28,42,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156794.671121
67,63,28,44,2000,945.362785244,945.358869584,945.271697257,944.788927168,943.246025631,939.544569784,932.10262567,918.854014139,897.327558071,864.847075034,818.891223629,757.628346247,680.584249594,589.309111945,487.806240665,382.428416754,281.019919756
67,63,28,44,2001,0.0,4559.34591814,4559.32703349,4558.90661415,4556.57828489,4549.1370973,4531.28551919,4495.39411533,4431.49800703,4327.67906986,4171.03046885,3949.39214461,3653.93028142,3282.35791462,2842.15132646,2352.6178806,1844.39610711
67,63,28,44,2002,0.0,0.0,4043.29703678,4043.28028958,4042.90745534,4040.84265768,4034.24369979,4018.41264985,3986.58360914,3929.91957224,3837.85136584,3698.93301316,3502.38078928,3240.36073259,2910.8447282,2520.46285644,2086.33717996
67,63,28,44,2003,0.0,0.0,0.0,4447.11904551,4447.1006257,4446.69055485,4444.41953669,4437.1615116,4419.7493445,4384.74139631,4322.41807072,4221.15460419,4068.36185946,3852.1790932,3563.98993128,3201.56370199,2772.1926612
67,63,28,44,2004,0.0,0.0,0.0,0.0,4709.98325995,4709.96375136,4709.52944169,4707.12418619,4699.43714739,4680.99576663,4643.91853793,4577.91135053,4470.66231417,4308.83816183,4079.87707494,3774.65337518,3390.80453833
67,63,28,44,2005,0.0,0.0,0.0,0.0,0.0,4964.23703739,4964.2164757,4963.75872117,4961.22362545,4953.12162579,4933.68474453,4894.60601711,4825.03563727,4711.9970957,4541.43737048,4300.11653239,3978.4162818
67,63,28,44,2006,0.0,0.0,0.0,0.0,0.0,0.0,3796.42661547,3796.41089081,3796.0608206,3794.12209269,3787.92604547,3773.06158739,3743.17592323,3689.9716061,3603.52478163,3473.08832675,3288.53693533
67,63,28,44,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4268.14461377,4268.12693527,4267.73336773,4265.55374676,4258.5878211,4241.87640715,4208.27735483,4148.46223323,4051.27411778,3904.63052138
67,63,28,44,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4171.82901343,4171.81173386,4171.42704763,4169.29661232,4162.48788079,4146.15357915,4113.31272815,4054.84740369,3959.85245003
67,63,28,44,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4539.23406394,4539.21526259,4538.79669777,4536.47863907,4529.0702755,4511.29744297,4475.56436065,4411.95010621
67,63,28,44,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4340.78320678,4340.76522741,4340.36496184,4338.14824639,4331.0637692,4314.06794746,4279.89708042
67,63,28,44,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3793.97411368,3793.95839917,3793.60855511,3791.67107963,3785.47903507,3770.62417946
67,63,28,44,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.20721061,4020.19055905,4019.81985394,4017.7668476,4011.205574
67,63,28,44,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.95795817,4773.9381846,4773.49797579,4771.06005022
67,63,28,44,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.1948992,4773.17512879,4772.73499035
67,63,28,44,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387.53595737,4387.51778434
67,63,28,44,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472.34819731
67,63,28,45,2000,475.664030185,475.559111318,474.789743526,472.647471487,468.421710683,461.435122332,451.084473607,436.887666797,418.533526341,395.928681026,369.234380265,338.88557944,305.585495728,270.271305941,234.050642323,198.113520644,163.629364455
67,63,28,45,2001,0.0,2294.05778214,2293.55177384,2289.84122594,2279.50936242,2259.12913847,2225.4338486,2175.51418945,2107.04507453,2018.52574981,1909.50589963,1780.76320623,1634.39539556,1473.79398083,1303.4788282,1128.79188537,955.472423681
67,63,28,45,2002,0.0,0.0,2034.40519742,2033.9564616,2030.6658915,2021.5034384,2003.42994703,1973.54845347,1929.27894343,1868.55949497,1790.05921669,1693.37876184,1579.20779081,1449.40659876,1306.98283098,1155.94477326,1001.02974576
67,63,28,45,2003,0.0,0.0,0.0,2237.59026791,2237.09671485,2233.47750092,2223.39995298,2203.52138187,2170.65549102,2121.96458865,2055.18081956,1968.84037031,1862.50400961,1736.93027731,1594.16526449,1437.51700331,1271.39410485
67,63,28,45,2004,0.0,0.0,0.0,0.0,2369.85171672,2369.3289903,2365.49584869,2354.82262821,2333.76905708,2298.96050031,2247.39153336,2176.66025066,2085.21631438,1972.59453077,1839.59827613,1688.39458366,1522.48701962
67,63,28,45,2005,0.0,0.0,0.0,0.0,0.0,2497.78078094,2497.22983676,2493.18977495,2481.9403939,2459.7503113,2423.062723,2368.70996598,2294.16047526,2197.78022288,2079.07890304,1938.90325979,1779.5373069
67,63,28,45,2006,0.0,0.0,0.0,0.0,0.0,0.0,1910.1911059,1909.76976841,1906.6801097,1898.07708585,1881.10710244,1853.05007462,1811.48351528,1754.47139668,1680.76408726,1589.98662306,1482.78655609
67,63,28,45,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.5383843,2147.0646943,2143.59113574,2133.919159,2114.84060155,2083.2973994,2036.56606377,1972.47000936,1889.60433393,1787.54748308
67,63,28,45,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.07670658,2098.61370594,2095.21853223,2085.76481479,2067.11678696,2036.28539351,1990.60860431,1927.95895121,1846.96323521
