census region,air conditioning type,technology,housing types,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,30,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011574.12759,1011574.12759,1011574.12759,1011574.12759,1011574.12759,1011574.12759,1011574.12759
66,63,42,30,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6518.6293598,6518.6293598,6518.6293598,6518.6293598
66,63,42,30,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,42,30,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011580.47783,1011580.47783
66,63,42,30,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2000,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,130466.768898,0.0,0.0,0.0
66,63,44,28,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2003,0.0,0.0,0.0,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393,10404446.7393
66,63,44,28,2004,0.0,0.0,0.0,0.0,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937,320893.824937
66,63,44,28,2005,0.0,0.0,0.0,0.0,0.0,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456,130506.931456
66,63,44,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10405609.8447,10405609.8447,10405609.8447,10405609.8447,10405609.8447,10405609.8447,10405609.8447,10405609.8447,10405609.8447
66,63,44,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320929.697419,320929.697419,320929.697419,320929.697419,320929.697419,320929.697419,320929.697419,320929.697419
66,63,44,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130583.262154,130583.262154,130583.262154,130583.262154,130583.262154,130583.262154,130583.262154
66,63,44,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10408331.7761,10408331.7761,10408331.7761,10408331.7761
66,63,44,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321013.647196,321013.647196,321013.647196
66,63,44,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130702.478989,130702.478989
66,63,44,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2001,0.0,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,22221.5382973,0.0,0.0
66,63,44,29,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2003,0.0,0.0,0.0,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791,2158611.61791
66,63,44,29,2004,0.0,0.0,0.0,0.0,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432,137870.771432
66,63,44,29,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2006,0.0,0.0,0.0,0.0,0.0,0.0,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907,22223.0442907
66,63,44,29,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158847.34493,2158847.34493,2158847.34493,2158847.34493,2158847.34493,2158847.34493,2158847.34493,2158847.34493,2158847.34493
66,63,44,29,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137885.827344,137885.827344,137885.827344,137885.827344,137885.827344,137885.827344,137885.827344,137885.827344
66,63,44,29,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22227.3131713,22227.3131713,22227.3131713,22227.3131713,22227.3131713,22227.3131713
66,63,44,29,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159400.83828,2159400.83828,2159400.83828,2159400.83828
66,63,44,29,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137921.179028,137921.179028,137921.179028
66,63,44,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22237.0519243
66,63,44,30,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2001,0.0,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,3666.79132912,0.0,0.0
66,63,44,30,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2003,0.0,0.0,0.0,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061,569033.862061
66,63,44,30,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2006,0.0,0.0,0.0,0.0,0.0,0.0,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749,3667.04048749
66,63,44,30,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569096.490508,569096.490508,569096.490508,569096.490508,569096.490508,569096.490508,569096.490508,569096.490508,569096.490508
66,63,44,30,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667.74661158,3667.74661158,3667.74661158,3667.74661158,3667.74661158,3667.74661158
66,63,44,30,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569243.379037,569243.379037,569243.379037,569243.379037
66,63,44,30,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,44,30,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.35731703
66,63,45,28,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2001,0.0,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,266126111.197,0.0,0.0
66,63,45,28,2002,0.0,0.0,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,8207858.41644,0.0
66,63,45,28,2003,0.0,0.0,0.0,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998,3344400.47998
66,63,45,28,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2006,0.0,0.0,0.0,0.0,0.0,0.0,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649,266358500.649
66,63,45,28,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921,8215025.76921
66,63,45,28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3349856.79689,3349856.79689,3349856.79689,3349856.79689,3349856.79689,3349856.79689,3349856.79689,3349856.79689,3349856.79689
66,63,45,28,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231932328.872,231932328.872,231932328.872,231932328.872,231932328.872,231932328.872
66,63,45,28,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6616760.11736,6616760.11736,6616760.11736,6616760.11736,6616760.11736
66,63,45,28,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480952.24033,2480952.24033,2480952.24033,2480952.24033
66,63,45,28,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,28,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197533508.959
66,63,45,29,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2001,0.0,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,55212270.7478,0.0,0.0
66,63,45,29,2002,0.0,0.0,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,3526414.06049,0.0
66,63,45,29,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2004,0.0,0.0,0.0,0.0,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735,568769.467735
66,63,45,29,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2006,0.0,0.0,0.0,0.0,0.0,0.0,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548,55259653.9548
66,63,45,29,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135,3529440.43135
66,63,45,29,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569632.19303,569632.19303,569632.19303,569632.19303,569632.19303,569632.19303,569632.19303,569632.19303
66,63,45,29,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48116392.7339,48116392.7339,48116392.7339,48116392.7339,48116392.7339,48116392.7339
66,63,45,29,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842709.5546,2842709.5546,2842709.5546,2842709.5546,2842709.5546
66,63,45,29,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422066.480155,422066.480155,422066.480155
66,63,45,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40978746.965
66,63,45,30,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2001,0.0,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,14554646.5509,0.0,0.0
66,63,45,30,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2004,0.0,0.0,0.0,0.0,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861,93853.3763861
66,63,45,30,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2006,0.0,0.0,0.0,0.0,0.0,0.0,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607,14567209.8607
66,63,45,30,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93996.045126,93996.045126,93996.045126,93996.045126,93996.045126,93996.045126,93996.045126,93996.045126
66,63,45,30,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12684242.3641,12684242.3641,12684242.3641,12684242.3641,12684242.3641,12684242.3641
66,63,45,30,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,45,30,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69646.3225608,69646.3225608,69646.3225608
