census region,housing types,technology,vintage,2009,2010,2011,2012,2013,2014,2015,2016,final_energy
67,28,33,2009,94446.145753,94294.2201527,93407.553743,91276.6771031,87538.6679852,82006.4468026,74707.1854762,65900.1415874,5.0
67,28,33,2010,0.0,97422.4624337,97265.7491452,96351.1408856,94153.113134,90297.3067381,84590.7466022,77061.4609262,5.0
67,28,33,2011,0.0,0.0,96573.3223768,96417.9750108,95511.338532,93332.4689228,89510.2699679,83853.4485543,5.0
67,28,33,2012,0.0,0.0,0.0,96286.0417383,96131.1564905,95227.2170205,93054.8289845,89244.0000822,5.0
67,28,33,2013,0.0,0.0,0.0,0.0,96024.6190638,95870.1543392,94968.6691219,92802.1792563,5.0
67,28,33,2014,0.0,0.0,0.0,0.0,0.0,95789.6693374,95635.5825518,94736.3030574,5.0
67,28,33,2015,0.0,0.0,0.0,0.0,0.0,0.0,96055.7750472,95901.2602052,5.0
67,28,33,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95723.2992456,5.0
67,28,35,2008,4675732.64258,4301679.42095,3927719.16225,3554198.01739,3181930.48506,2812417.11983,2448047.8079,2092255.86996,2.0
67,28,35,2009,490006.048008,489998.988348,489877.209571,489301.983052,487659.786595,484051.906722,477313.344469,466077.230658,2.0
67,28,35,2010,0.0,505447.791688,505440.509555,505314.893118,504721.539271,503027.591663,499306.015323,492355.098241,2.0
67,28,35,2011,0.0,0.0,501042.278259,501035.059597,500910.53804,500322.355901,498643.172843,494954.033987,2.0
67,28,35,2012,0.0,0.0,0.0,499551.807163,499544.609975,499420.458838,498834.026388,497159.838465,2.0
67,28,35,2013,0.0,0.0,0.0,0.0,498195.492508,498188.314861,498064.500802,497479.660553,2.0
67,28,35,2014,0.0,0.0,0.0,0.0,0.0,496976.524958,496969.364873,496845.853758,2.0
67,28,35,2015,0.0,0.0,0.0,0.0,0.0,0.0,498357.136164,498349.956188,2.0
67,28,35,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496632.183258,2.0
67,28,38,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,28,38,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
67,29,29,2008,3132181.45586,2764281.63899,2399841.25376,2043714.73045,1702172.48249,1382214.83596,1090736.10257,833619.07055,4.0
67,29,29,2009,330174.579516,329643.46233,326543.762425,319094.424043,306026.706151,286686.596629,261169.085882,230380.513309,4.0
67,29,29,2010,0.0,340873.02162,340324.694973,337124.557415,329433.842742,315942.699692,295975.924597,269631.585778,4.0
67,29,29,2011,0.0,0.0,337781.513291,337238.159629,334067.045347,326446.080719,313077.294026,293291.605282,4.0
67,29,29,2012,0.0,0.0,0.0,336655.550343,336114.007899,332953.464229,325357.903371,312033.680273,4.0
67,29,29,2013,0.0,0.0,0.0,0.0,335552.973479,335013.204635,331863.012026,324292.327305,4.0
67,29,29,2014,0.0,0.0,0.0,0.0,0.0,334472.102764,333934.072603,330794.027277,4.0
67,29,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,335127.612595,334588.527984,4.0
67,29,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333584.003176,4.0
67,29,31,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,31,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,29,33,2008,102570.305013,90522.6005735,78588.1829805,66926.0214378,55741.4546933,45263.7241218,35718.5994188,27298.725676,5.0
67,29,33,2009,10812.3069515,10794.9143283,10693.4077045,10449.4624157,10021.5306917,9388.19543942,8552.56733251,7544.32648688,5.0
67,29,33,2010,0.0,11162.6514271,11144.6952415,11039.8995616,10788.0498649,10346.2521347,9692.39531306,8829.69086692,5.0
67,29,33,2011,0.0,0.0,11061.4130548,11043.6197208,10939.7744731,10690.208898,10252.4180011,9604.49125806,5.0
67,29,33,2012,0.0,0.0,0.0,11024.5408734,11006.8068518,10903.3077625,10654.5740907,10218.2425287,5.0
67,29,33,2013,0.0,0.0,0.0,0.0,10988.4345217,10970.7585806,10867.59846,10619.6794131,5.0
67,29,33,2014,0.0,0.0,0.0,0.0,0.0,10953.0389865,10935.4199825,10832.5921574,5.0
67,29,33,2015,0.0,0.0,0.0,0.0,0.0,0.0,10974.5051257,10956.8515914,5.0
67,29,33,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10923.9561741,5.0
67,29,35,2008,1717233.81407,1579857.08842,1442514.50482,1305333.19244,1168612.28831,1032902.89386,899082.7311,768412.739183,2.0
67,29,35,2009,174922.287453,174919.767297,174876.294727,174670.950448,174084.719397,172796.778967,170391.247998,166380.18173,2.0
67,29,35,2010,0.0,180590.185835,180587.58402,180542.702835,180330.704913,179725.478581,178395.805815,175912.329919,2.0
67,29,35,2011,0.0,0.0,178952.344093,178949.765874,178905.291734,178695.216503,178095.4792,176777.865748,2.0
67,29,35,2012,0.0,0.0,0.0,178355.823262,178353.253638,178308.927748,178099.552783,177501.814649,2.0
67,29,35,2013,0.0,0.0,0.0,0.0,177771.692081,177769.130873,177724.950154,177516.26091,2.0
67,29,35,2014,0.0,0.0,0.0,0.0,0.0,177199.060541,177196.507583,177152.469177,2.0
67,29,35,2015,0.0,0.0,0.0,0.0,0.0,0.0,177546.341301,177543.78334,2.0
67,29,35,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176728.556689,2.0
67,29,38,2008,21194.1373682,20107.2594204,19020.401321,17933.6531705,16847.2567115,15761.7058535,14677.8632323,13597.0889786,10.0
67,29,38,2009,2101.4881987,2101.48647493,2101.44809805,2101.23551118,2100.55551289,2098.92053719,2095.61764902,2089.68493778,10.0
67,29,38,2010,0.0,2169.58141732,2169.5796377,2169.54001731,2169.32054213,2168.61851027,2166.93055747,2163.52064786,10.0
67,29,38,2011,0.0,0.0,2149.90465032,2149.90288684,2149.86362579,2149.64614111,2148.95047624,2147.27783214,10.0
67,29,38,2012,0.0,0.0,0.0,2142.73814511,2142.7363875,2142.69725732,2142.48049761,2141.78715168,10.0
67,29,38,2013,0.0,0.0,0.0,0.0,2135.72048714,2135.71873529,2135.67973327,2135.46368346,10.0
67,29,38,2014,0.0,0.0,0.0,0.0,0.0,2128.84098401,2128.83923781,2128.80036141,10.0
67,29,38,2015,0.0,0.0,0.0,0.0,0.0,0.0,2133.01315916,2133.01140953,10.0
67,29,38,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.18842649,10.0
67,30,29,2008,372262.053549,328536.891625,285222.885681,242896.988296,202304.442687,164277.242723,129634.782385,99076.23535,4.0
67,30,29,2009,37073.4856516,37013.849427,36665.8011911,35829.3559989,34362.0539053,32190.4594903,29325.2387034,25868.1594056,4.0
67,30,29,2010,0.0,38344.6001105,38282.9191775,37922.9376384,37057.8137947,35540.2032697,33294.1528112,30330.6940652,4.0
67,30,29,2011,0.0,0.0,37974.5317437,37913.4461008,37556.938787,36700.164358,35197.2004755,32972.8269213,4.0
67,30,29,2012,0.0,0.0,0.0,37833.5195525,37772.6607411,37417.4772587,36563.8843209,35066.5014482,4.0
67,30,29,2013,0.0,0.0,0.0,0.0,37689.617499,37628.9901677,37275.1576469,36424.8114009,4.0
67,30,29,2014,0.0,0.0,0.0,0.0,0.0,37542.7048107,37482.3138025,37129.8605074,4.0
67,30,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,37597.9039725,37537.4241712,4.0
67,30,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37389.9959497,4.0
67,30,31,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,31,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
67,30,33,2008,80863.9111279,71365.7966301,61956.9947016,52762.8327614,43945.1948387,35684.8092071,28159.6671537,21521.6453406,5.0
67,30,33,2009,8053.21686795,8040.26250336,7964.65839236,7782.96318857,7464.23130342,6992.51086856,6370.11877443,5619.16134958,5.0
67,30,33,2010,0.0,8329.33227015,8315.9337477,8237.73744778,8049.81257886,7720.15254114,7232.25853493,6588.5268884,5.0
67,30,33,2011,0.0,0.0,8248.94487842,8235.67566672,8158.23404873,7972.12286543,7645.64441654,7162.45913432,5.0
67,30,33,2012,0.0,0.0,0.0,8218.31377544,8205.09383678,8127.93978553,7942.51969556,7617.25357081,5.0
67,30,33,2013,0.0,0.0,0.0,0.0,8187.05492766,8173.88527182,8097.02468062,7912.30984705,5.0
67,30,33,2014,0.0,0.0,0.0,0.0,0.0,8155.14210052,8142.0237795,8065.46278795,5.0
67,30,33,2015,0.0,0.0,0.0,0.0,0.0,0.0,8167.13263265,8153.99502372,5.0
