census region,air conditioning type,technology,housing types,vintage,value
66,63,72,28,2005,2182761.89593
66,63,72,28,2006,784456.16046
66,63,72,28,2007,0.0
66,63,72,28,2008,0.0
66,63,72,28,2009,56372043.9028
66,63,72,28,2010,1738625.92031
66,63,72,28,2011,614939.152965
66,63,72,28,2012,0.0
66,63,72,28,2013,0.0
66,63,72,28,2014,45086798.9259
66,63,72,28,2015,1390566.52641
66,63,72,28,2016,497905.755893
66,63,72,29,2000,1366510.01534
66,63,72,29,2001,0.0
66,63,72,29,2002,526918.727556
66,63,72,29,2003,0.0
66,63,72,29,2004,14400596.7655
66,63,72,29,2005,919767.76585
66,63,72,29,2006,0.0
66,63,72,29,2007,438934.301174
66,63,72,29,2008,0.0
66,63,72,29,2009,11429687.1546
66,63,72,29,2010,730015.42851
66,63,72,29,2011,0.0
66,63,72,29,2012,390610.687464
66,63,72,29,2013,0.0
66,63,72,29,2014,9112723.6681
66,63,72,29,2015,582030.705082
66,63,72,29,2016,0.0
66,63,72,30,2000,0.0
66,63,72,30,2001,0.0
66,63,72,30,2002,87118.8425203
66,63,72,30,2003,0.0
66,63,72,30,2004,3818964.74722
66,63,72,30,2005,0.0
66,63,72,30,2006,0.0
66,63,72,30,2007,72597.2739119
66,63,72,30,2008,0.0
66,63,72,30,2009,3034525.68001
66,63,72,30,2010,0.0
66,63,72,30,2011,0.0
66,63,72,30,2012,64617.7082812
66,63,72,30,2013,0.0
66,63,72,30,2014,2422038.39022
66,63,72,30,2015,0.0
66,63,72,30,2016,0.0
66,63,73,28,2000,0.0
66,63,73,28,2001,0.0
66,63,73,28,2002,1893883.42007
66,63,73,28,2003,58411.1303445
66,63,73,28,2004,22286.8661835
66,63,73,28,2005,0.0
66,63,73,28,2006,0.0
66,63,73,28,2007,2697276.56482
66,63,73,28,2008,83189.372341
66,63,73,28,2009,34443.5150853
66,63,73,28,2010,0.0
66,63,73,28,2011,0.0
66,63,73,28,2012,2656779.84019
66,63,73,28,2013,81940.3728326
66,63,73,28,2014,36017.8228275
66,63,73,28,2015,0.0
66,63,73,28,2016,0.0
66,63,73,29,2000,16267.8184976
66,63,73,29,2001,0.0
66,63,73,29,2002,383024.762423
66,63,73,29,2003,24463.835474
66,63,73,29,2004,0.0
66,63,73,29,2005,14483.7902035
66,63,73,29,2006,0.0
66,63,73,29,2007,551515.849018
66,63,73,29,2008,35225.3804855
66,63,73,29,2009,0.0
66,63,73,29,2010,14836.1101424
66,63,73,29,2011,0.0
66,63,73,29,2012,545085.765385
66,63,73,29,2013,34814.6903069
66,63,73,29,2014,0.0
66,63,73,29,2015,13090.6679782
66,63,73,29,2016,0.0
66,63,73,30,2000,2691.63610836
66,63,73,30,2001,0.0
66,63,73,30,2002,101804.195173
66,63,73,30,2003,0.0
66,63,73,30,2004,0.0
66,63,73,30,2005,2396.64370094
66,63,73,30,2006,0.0
66,63,73,30,2007,146098.048114
66,63,73,30,2008,0.0
66,63,73,30,2009,0.0
66,63,73,30,2010,2453.97582886
66,63,73,30,2011,0.0
66,63,73,30,2012,144266.78078
66,63,73,30,2013,0.0
66,63,73,30,2014,0.0
66,63,73,30,2015,2164.98532711
66,63,73,30,2016,0.0
66,64,42,28,2000,0.0
66,64,42,28,2001,0.0
66,64,42,28,2002,0.0
66,64,42,28,2003,0.0
66,64,42,28,2004,1.59256160259e-05
66,64,42,28,2005,0.0
66,64,42,28,2006,0.0
66,64,42,28,2007,0.0
66,64,42,28,2008,0.0
66,64,42,28,2009,107303277.173
66,64,42,28,2010,0.0
66,64,42,28,2011,0.0
66,64,42,28,2012,0.0
66,64,42,28,2013,0.0
66,64,42,28,2014,101466831.903
66,64,42,28,2015,0.0
66,64,42,28,2016,0.0
66,64,42,29,2000,0.0
66,64,42,29,2001,0.0
66,64,42,29,2002,0.0
66,64,42,29,2003,0.0
66,64,42,29,2004,1.11700501293e-05
66,64,42,29,2005,0.0
66,64,42,29,2006,0.0
66,64,42,29,2007,0.0
66,64,42,29,2008,0.0
66,64,42,29,2009,73905796.6715
66,64,42,29,2010,0.0
66,64,42,29,2011,0.0
66,64,42,29,2012,0.0
66,64,42,29,2013,0.0
66,64,42,29,2014,69885908.8472
66,64,42,29,2015,0.0
66,64,42,29,2016,0.0
66,64,42,30,2000,0.0
66,64,42,30,2001,0.0
66,64,42,30,2002,0.0
66,64,42,30,2003,0.0
66,64,42,30,2004,1.11631379696e-06
66,64,42,30,2005,0.0
66,64,42,30,2006,0.0
66,64,42,30,2007,0.0
66,64,42,30,2008,0.0
66,64,42,30,2009,1883677.60093
66,64,42,30,2010,0.0
66,64,42,30,2011,0.0
66,64,42,30,2012,0.0
66,64,42,30,2013,0.0
66,64,42,30,2014,1781220.51375
66,64,42,30,2015,0.0
66,64,42,30,2016,0.0
66,64,44,28,2000,0.0
66,64,44,28,2001,0.0
66,64,44,28,2002,66786412.1176
66,64,44,28,2003,0.0
66,64,44,28,2004,0.0
66,64,44,28,2005,0.0
66,64,44,28,2006,0.0
66,64,44,28,2007,40783753.0185
66,64,44,28,2008,0.0
66,64,44,28,2009,0.0
66,64,44,28,2010,0.0
66,64,44,28,2011,0.0
66,64,44,28,2012,28562138.3498
66,64,44,28,2013,0.0
66,64,44,28,2014,0.0
66,64,44,28,2015,0.0
66,64,44,28,2016,0.0
66,64,44,29,2000,0.0
66,64,44,29,2001,0.0
66,64,44,29,2002,45999554.9478
66,64,44,29,2003,0.0
66,64,44,29,2004,0.0
66,64,44,29,2005,0.0
66,64,44,29,2006,0.0
66,64,44,29,2007,28090062.4614
66,64,44,29,2008,0.0
66,64,44,29,2009,0.0
66,64,44,29,2010,0.0
66,64,44,29,2011,0.0
66,64,44,29,2012,19672349.671
66,64,44,29,2013,0.0
66,64,44,29,2014,0.0
66,64,44,29,2015,0.0
66,64,44,29,2016,0.0
66,64,44,30,2000,0.0
66,64,44,30,2001,0.0
66,64,44,30,2002,1172415.90255
66,64,44,30,2003,0.0
66,64,44,30,2004,0.0
66,64,44,30,2005,0.0
66,64,44,30,2006,0.0
66,64,44,30,2007,715946.838411
66,64,44,30,2008,0.0
66,64,44,30,2009,0.0
66,64,44,30,2010,0.0
66,64,44,30,2011,0.0
66,64,44,30,2012,501399.972692
66,64,44,30,2013,0.0
66,64,44,30,2014,0.0
66,64,44,30,2015,0.0
66,64,44,30,2016,0.0
66,64,45,28,2000,73236769.6684
66,64,45,28,2001,0.0
66,64,45,28,2002,0.0
66,64,45,28,2003,0.0
66,64,45,28,2004,0.0
66,64,45,28,2005,108466626.683
66,64,45,28,2006,0.0
66,64,45,28,2007,0.0
66,64,45,28,2008,0.0
66,64,45,28,2009,0.0
66,64,45,28,2010,105182058.742
66,64,45,28,2011,0.0
66,64,45,28,2012,0.0
66,64,45,28,2013,0.0
66,64,45,28,2014,0.0
66,64,45,28,2015,93550178.2101
66,64,45,28,2016,0.0
66,64,45,29,2000,50442278.6573
66,64,45,29,2001,0.0
66,64,45,29,2002,0.0
66,64,45,29,2003,0.0
66,64,45,29,2004,0.0
66,64,45,29,2005,74707060.851
66,64,45,29,2006,0.0
66,64,45,29,2007,0.0
66,64,45,29,2008,0.0
66,64,45,29,2009,0.0
66,64,45,29,2010,72444794.3412
66,64,45,29,2011,0.0
66,64,45,29,2012,0.0
66,64,45,29,2013,0.0
66,64,45,29,2014,0.0
66,64,45,29,2015,64433264.5894
66,64,45,29,2016,0.0
66,64,45,30,2000,1285650.04
66,64,45,30,2001,0.0
66,64,45,30,2002,0.0
66,64,45,30,2003,0.0
66,64,45,30,2004,0.0
66,64,45,30,2005,1904099.86082
66,64,45,30,2006,0.0
66,64,45,30,2007,0.0
66,64,45,30,2008,0.0
66,64,45,30,2009,0.0
66,64,45,30,2010,1846440.23271
66,64,45,30,2011,0.0
66,64,45,30,2012,0.0
66,64,45,30,2013,0.0
66,64,45,30,2014,0.0
66,64,45,30,2015,1642245.97702
66,64,45,30,2016,0.0
66,64,72,28,2000,0.0
66,64,72,28,2001,0.0
66,64,72,28,2002,0.0
66,64,72,28,2003,218581188.32
66,64,72,28,2004,0.0
66,64,72,28,2005,0.0
66,64,72,28,2006,0.0
66,64,72,28,2007,0.0
66,64,72,28,2008,147907275.039
66,64,72,28,2009,0.0
66,64,72,28,2010,0.0
66,64,72,28,2011,0.0
66,64,72,28,2012,0.0
66,64,72,28,2013,117785908.749
66,64,72,28,2014,0.0
66,64,72,28,2015,0.0
66,64,72,28,2016,0.0
66,64,72,29,2000,0.0
66,64,72,29,2001,0.0
66,64,72,29,2002,0.0
66,64,72,29,2003,150549147.108
66,64,72,29,2004,0.0
66,64,72,29,2005,0.0
66,64,72,29,2006,0.0
66,64,72,29,2007,0.0
66,64,72,29,2008,101872051.659
66,64,72,29,2009,0.0
66,64,72,29,2010,0.0
66,64,72,29,2011,0.0
66,64,72,29,2012,0.0
66,64,72,29,2013,81125774.0875
66,64,72,29,2014,0.0
66,64,72,29,2015,0.0
66,64,72,29,2016,0.0
66,64,72,30,2000,0.0
66,64,72,30,2001,0.0
66,64,72,30,2002,0.0
66,64,72,30,2003,3837128.7371
66,64,72,30,2004,0.0
66,64,72,30,2005,0.0
66,64,72,30,2006,0.0
66,64,72,30,2007,0.0
66,64,72,30,2008,2596468.8903
66,64,72,30,2009,0.0
66,64,72,30,2010,0.0
66,64,72,30,2011,0.0
66,64,72,30,2012,0.0
66,64,72,30,2013,2067697.12782
66,64,72,30,2014,0.0
66,64,72,30,2015,0.0
66,64,72,30,2016,0.0
66,64,73,28,2000,0.0
66,64,73,28,2001,4453665.30939
66,64,73,28,2002,0.0
66,64,73,28,2003,0.0
66,64,73,28,2004,0.0
66,64,73,28,2005,0.0
66,64,73,28,2006,3959995.23236
66,64,73,28,2007,0.0
66,64,73,28,2008,0.0
66,64,73,28,2009,0.0
66,64,73,28,2010,0.0
66,64,73,28,2011,5645861.7539
66,64,73,28,2012,0.0
66,64,73,28,2013,0.0
66,64,73,28,2014,0.0
66,64,73,28,2015,0.0
66,64,73,28,2016,5565262.55765
66,64,73,29,2000,0.0
66,64,73,29,2001,3067489.56296
66,64,73,29,2002,0.0
66,64,73,29,2003,0.0
66,64,73,29,2004,0.0
66,64,73,29,2005,0.0
66,64,73,29,2006,2727471.24016
66,64,73,29,2007,0.0
66,64,73,29,2008,0.0
66,64,73,29,2009,0.0
66,64,73,29,2010,0.0
66,64,73,29,2011,3888622.24728
66,64,73,29,2012,0.0
66,64,73,29,2013,0.0
66,64,73,29,2014,0.0
66,64,73,29,2015,0.0
66,64,73,29,2016,3833109.05172
66,64,73,30,2000,0.0
66,64,73,30,2001,78182.7899984
66,64,73,30,2002,0.0
66,64,73,30,2003,0.0
66,64,73,30,2004,0.0
66,64,73,30,2005,0.0
66,64,73,30,2006,69516.5563955
66,64,73,30,2007,0.0
66,64,73,30,2008,0.0
66,64,73,30,2009,0.0
66,64,73,30,2010,0.0
66,64,73,30,2011,99111.4493796
66,64,73,30,2012,0.0
66,64,73,30,2013,0.0
66,64,73,30,2014,0.0
66,64,73,30,2015,0.0
66,64,73,30,2016,97696.5540975
67,63,42,28,2000,0.0
67,63,42,28,2001,0.0
67,63,42,28,2002,0.0
67,63,42,28,2003,1296262.41305
67,63,42,28,2004,0.0
67,63,42,28,2005,124842020.033
67,63,42,28,2006,2764730.20486
67,63,42,28,2007,1395654.45989
67,63,42,28,2008,2745049.37084
67,63,42,28,2009,0.0
67,63,42,28,2010,107632867.62
67,63,42,28,2011,2399198.44456
67,63,42,28,2012,1219331.80968
67,63,42,28,2013,2606011.39077
67,63,42,28,2014,0.0
67,63,42,28,2015,110193617.458
67,63,42,28,2016,2440329.16553
67,63,42,29,2000,0.0
67,63,42,29,2001,0.0
67,63,42,29,2002,0.0
67,63,42,29,2003,2332923.92174
67,63,42,29,2004,0.0
67,63,42,29,2005,17754930.0509
67,63,42,29,2006,227381.202105
67,63,42,29,2007,0.0
67,63,42,29,2008,5286625.98452
67,63,42,29,2009,0.0
67,63,42,29,2010,15003645.5603
67,63,42,29,2011,193402.319592
67,63,42,29,2012,0.0
67,63,42,29,2013,4994996.73375
67,63,42,29,2014,0.0
67,63,42,29,2015,15369551.1091
67,63,42,29,2016,196832.485231
67,63,42,30,2000,293.771732401
67,63,42,30,2001,1.86692215829
67,63,42,30,2002,0.0
67,63,42,30,2003,0.0
67,63,42,30,2004,0.0
67,63,42,30,2005,5058405.24461
67,63,42,30,2006,32146.2135206
67,63,42,30,2007,0.0
67,63,42,30,2008,0.0
67,63,42,30,2009,0.0
67,63,42,30,2010,4368372.72721
67,63,42,30,2011,27942.4950719
67,63,42,30,2012,0.0
67,63,42,30,2013,0.0
67,63,42,30,2014,0.0
67,63,42,30,2015,4472002.79958
67,63,42,30,2016,28419.6203959
67,63,44,28,2000,930474.99611
67,63,44,28,2001,1974974.75325
67,63,44,28,2002,0.0
67,63,44,28,2003,74062558.0866
67,63,44,28,2004,1640176.85181
67,63,44,28,2005,822906.0156
67,63,44,28,2006,1867784.5651
67,63,44,28,2007,0.0
67,63,44,28,2008,68480924.106
67,63,44,28,2009,1516566.93222
67,63,44,28,2010,761522.732302
67,63,44,28,2011,1840721.19319
67,63,44,28,2012,0.0
67,63,44,28,2013,83645584.887
67,63,44,28,2014,1852400.93824
67,63,44,28,2015,911385.478433
67,63,44,28,2016,2017296.19127
67,63,44,29,2000,0.0
67,63,44,29,2001,3785872.33049
67,63,44,29,2002,0.0
67,63,44,29,2003,10148370.1989
67,63,44,29,2004,129966.640738
67,63,44,29,2005,0.0
67,63,44,29,2006,3567173.78439
67,63,44,29,2007,0.0
67,63,44,29,2008,9261597.27255
67,63,44,29,2009,118610.048883
67,63,44,29,2010,0.0
67,63,44,29,2011,3506592.00409
67,63,44,29,2012,0.0
67,63,44,29,2013,11607887.3547
67,63,44,29,2014,148658.168354
67,63,44,29,2015,0.0
67,63,44,29,2016,3861051.14661
67,63,44,30,2000,0.0
67,63,44,30,2001,0.0
67,63,44,30,2002,0.0
67,63,44,30,2003,3009863.60233
67,63,44,30,2004,19127.7118676
67,63,44,30,2005,0.0
67,63,44,30,2006,0.0
67,63,44,30,2007,0.0
67,63,44,30,2008,2785636.63341
67,63,44,30,2009,17702.7473439
67,63,44,30,2010,0.0
67,63,44,30,2011,0.0
67,63,44,30,2012,0.0
67,63,44,30,2013,3395093.93173
67,63,44,30,2014,21575.854281
67,63,44,30,2015,0.0
67,63,44,30,2016,0.0
67,63,45,28,2000,0.0
67,63,45,28,2001,167049318.189
67,63,45,28,2002,3699445.8723
67,63,45,28,2003,1794938.56883
67,63,45,28,2004,3970653.63333
67,63,45,28,2005,0.0
67,63,45,28,2006,140596217.072
67,63,45,28,2007,3113619.98088
67,63,45,28,2008,1471217.93944
67,63,45,28,2009,3649269.30891
67,63,45,28,2010,0.0
67,63,45,28,2011,122640725.236
67,63,45,28,2012,2444382.63323
67,63,45,28,2013,1011057.97302
67,63,45,28,2014,2463611.4755
67,63,45,28,2015,0.0
67,63,45,28,2016,84623335.5772
67,63,45,29,2000,0.0
67,63,45,29,2001,23274062.3262
67,63,45,29,2002,298062.805905
67,63,45,29,2003,0.0
67,63,45,29,2004,7603230.03191
67,63,45,29,2005,0.0
67,63,45,29,2006,19093372.2327
67,63,45,29,2007,244522.164721
67,63,45,29,2008,0.0
67,63,45,29,2009,6947784.19846
67,63,45,29,2010,0.0
67,63,45,29,2011,16822324.0086
67,63,45,29,2012,193893.877356
67,63,45,29,2013,0.0
67,63,45,29,2014,4695417.45431
67,63,45,29,2015,0.0
67,63,45,29,2016,11363868.5683
67,63,45,30,2000,0.0
67,63,45,30,2001,6777178.68667
67,63,45,30,2002,43069.0351196
67,63,45,30,2003,0.0
67,63,45,30,2004,0.0
67,63,45,30,2005,0.0
67,63,45,30,2006,5714224.23896
67,63,45,30,2007,36313.9494777
67,63,45,30,2008,0.0
67,63,45,30,2009,0.0
67,63,45,30,2010,0.0
67,63,45,30,2011,4979741.40671
67,63,45,30,2012,28481.6736732
67,63,45,30,2013,0.0
67,63,45,30,2014,0.0
67,63,45,30,2015,0.0
67,63,45,30,2016,3440919.17914
67,63,72,28,2000,5153648.60785
67,63,72,28,2001,2327054.50363
67,63,72,28,2002,6263433.89464
67,63,72,28,2003,0.0
67,63,72,28,2004,169752382.523
67,63,72,28,2005,3759307.47665
67,63,72,28,2006,1606870.9575
67,63,72,28,2007,5412354.44303
67,63,72,28,2008,0.0
67,63,72,28,2009,155620672.7
67,63,72,28,2010,3446349.02736
67,63,72,28,2011,1461916.08878
67,63,72,28,2012,5068791.18399
67,63,72,28,2013,0.0
67,63,72,28,2014,148544996.657
67,63,72,28,2015,3289652.30561
67,63,72,28,2016,1433085.94558
67,63,72,29,2000,400216.038173
67,63,72,29,2001,0.0
67,63,72,29,2002,11877141.7247
67,63,72,29,2003,0.0
67,63,72,29,2004,21450673.2486
67,63,72,29,2005,274711.297383
67,63,72,29,2006,0.0
67,63,72,29,2007,10158217.9466
67,63,72,29,2008,0.0
67,63,72,29,2009,19509444.4829
67,63,72,29,2010,249850.657041
67,63,72,29,2011,0.0
67,63,72,29,2012,9486731.70055
67,63,72,29,2013,0.0
67,63,72,29,2014,18795952.4871
67,63,72,29,2015,240713.213682
67,63,72,29,2016,0.0
67,63,72,30,2000,60134.4539533
67,63,72,30,2001,0.0
67,63,72,30,2002,0.0
67,63,72,30,2003,0.0
67,63,72,30,2004,6931182.57806
67,63,72,30,2005,44047.7313165
67,63,72,30,2006,0.0
67,63,72,30,2007,0.0
67,63,72,30,2008,0.0
67,63,72,30,2009,6357807.13312
67,63,72,30,2010,40403.9249014
67,63,72,30,2011,0.0
67,63,72,30,2012,0.0
67,63,72,30,2013,0.0
67,63,72,30,2014,6066512.77079
67,63,72,30,2015,38552.7464537
67,63,72,30,2016,0.0
67,63,73,28,2000,224236.240709
67,63,73,28,2001,0.0
67,63,73,28,2002,7011069.87066
67,63,73,28,2003,155265.964414
67,63,73,28,2004,71766.9971914
67,63,73,28,2005,209395.028215
67,63,73,28,2006,0.0
67,63,73,28,2007,9035650.62684
67,63,73,28,2008,200101.986511
67,63,73,28,2009,99860.7857519
67,63,73,28,2010,214956.919243
67,63,73,28,2011,0.0
67,63,73,28,2012,8879450.1279
67,63,73,28,2013,196642.79675
67,63,73,28,2014,104234.181704
67,63,73,28,2015,193201.298906
67,63,73,28,2016,0.0
67,63,73,29,2000,419279.824438
67,63,73,29,2001,0.0
67,63,73,29,2002,911461.76771
67,63,73,29,2003,11672.7732422
67,63,73,29,2004,0.0
67,63,73,29,2005,392152.357899
67,63,73,29,2006,0.0
67,63,73,29,2007,1262937.49619
67,63,73,29,2008,16174.0004182
67,63,73,29,2009,0.0
67,63,73,29,2010,407628.524967
67,63,73,29,2011,0.0
67,63,73,29,2012,1270904.29252
67,63,73,29,2013,16276.0284026
67,63,73,29,2014,0.0
67,63,73,29,2015,368289.035362
67,63,73,29,2016,0.0
67,63,73,30,2000,0.0
67,63,73,30,2001,0.0
67,63,73,30,2002,285931.075329
67,63,73,30,2003,1817.09470777
67,63,73,30,2004,0.0
67,63,73,30,2005,0.0
67,63,73,30,2006,0.0
67,63,73,30,2007,366680.365928
67,63,73,30,2008,2330.25721882
67,63,73,30,2009,0.0
67,63,73,30,2010,0.0
67,63,73,30,2011,0.0
67,63,73,30,2012,359882.537465
67,63,73,30,2013,2287.05695417
67,63,73,30,2014,0.0
67,63,73,30,2015,0.0
67,63,73,30,2016,0.0
67,64,42,28,2000,0.0
67,64,42,28,2001,0.0
67,64,42,28,2002,0.0
67,64,42,28,2003,0.0
67,64,42,28,2004,8.0734025687e-06
67,64,42,28,2005,0.0
67,64,42,28,2006,0.0
67,64,42,28,2007,0.0
67,64,42,28,2008,0.0
67,64,42,28,2009,51645172.328
67,64,42,28,2010,0.0
67,64,42,28,2011,0.0
67,64,42,28,2012,0.0
67,64,42,28,2013,0.0
67,64,42,28,2014,45474170.9275
67,64,42,28,2015,0.0
67,64,42,28,2016,0.0
67,64,42,29,2000,0.0
67,64,42,29,2001,0.0
67,64,42,29,2002,0.0
67,64,42,29,2003,0.0
67,64,42,29,2004,4.86616045237e-06
67,64,42,29,2005,0.0
67,64,42,29,2006,0.0
67,64,42,29,2007,0.0
67,64,42,29,2008,0.0
67,64,42,29,2009,27163579.1959
67,64,42,29,2010,0.0
67,64,42,29,2011,0.0
67,64,42,29,2012,0.0
67,64,42,29,2013,0.0
67,64,42,29,2014,23917845.3217
67,64,42,29,2015,0.0
67,64,42,29,2016,0.0
67,64,42,30,2000,0.0
67,64,42,30,2001,0.0
67,64,42,30,2002,0.0
67,64,42,30,2003,0.0
67,64,42,30,2004,1.49993866216e-06
67,64,42,30,2005,0.0
67,64,42,30,2006,0.0
67,64,42,30,2007,0.0
67,64,42,30,2008,0.0
67,64,42,30,2009,4387915.6844
67,64,42,30,2010,0.0
67,64,42,30,2011,0.0
67,64,42,30,2012,0.0
67,64,42,30,2013,0.0
67,64,42,30,2014,3863610.45676
67,64,42,30,2015,0.0
67,64,42,30,2016,0.0
67,64,44,28,2000,0.0
67,64,44,28,2001,0.0
67,64,44,28,2002,34535959.7097
67,64,44,28,2003,0.0
67,64,44,28,2004,0.0
67,64,44,28,2005,0.0
67,64,44,28,2006,0.0
67,64,44,28,2007,30729482.0571
67,64,44,28,2008,0.0
67,64,44,28,2009,0.0
67,64,44,28,2010,0.0
67,64,44,28,2011,0.0
67,64,44,28,2012,29343857.1508
67,64,44,28,2013,0.0
67,64,44,28,2014,0.0
67,64,44,28,2015,0.0
67,64,44,28,2016,0.0
67,64,44,29,2000,0.0
67,64,44,29,2001,0.0
67,64,44,29,2002,18164723.5238
67,64,44,29,2003,0.0
67,64,44,29,2004,0.0
67,64,44,29,2005,0.0
67,64,44,29,2006,0.0
67,64,44,29,2007,16162647.5792
67,64,44,29,2008,0.0
67,64,44,29,2009,0.0
67,64,44,29,2010,0.0
67,64,44,29,2011,0.0
67,64,44,29,2012,15433856.6743
67,64,44,29,2013,0.0
67,64,44,29,2014,0.0
67,64,44,29,2015,0.0
67,64,44,29,2016,0.0
67,64,44,30,2000,0.0
67,64,44,30,2001,0.0
67,64,44,30,2002,2934269.98991
67,64,44,30,2003,0.0
67,64,44,30,2004,0.0
67,64,44,30,2005,0.0
67,64,44,30,2006,0.0
67,64,44,30,2007,2610861.19406
67,64,44,30,2008,0.0
67,64,44,30,2009,0.0
67,64,44,30,2010,0.0
67,64,44,30,2011,0.0
67,64,44,30,2012,2493134.69641
67,64,44,30,2013,0.0
67,64,44,30,2014,0.0
67,64,44,30,2015,0.0
