census region,air conditioning type,technology,housing types,vintage,value
66,63,44,29,2008,17798049.1217
66,63,44,29,2009,1136763.43722
66,63,44,29,2010,0.0
66,63,44,29,2011,183247.237279
66,63,44,29,2012,0.0
66,63,44,29,2013,17802612.252
66,63,44,29,2014,1137054.88488
66,63,44,29,2015,0.0
66,63,44,29,2016,183327.525866
66,63,44,30,2000,0.0
66,63,44,30,2001,30229.8966843
66,63,44,30,2002,0.0
66,63,44,30,2003,4691250.01016
66,63,44,30,2004,0.0
66,63,44,30,2005,0.0
66,63,44,30,2006,30231.950805
66,63,44,30,2007,0.0
66,63,44,30,2008,4691766.33392
66,63,44,30,2009,0.0
66,63,44,30,2010,0.0
66,63,44,30,2011,30237.7722593
66,63,44,30,2012,0.0
66,63,44,30,2013,4692977.31776
66,63,44,30,2014,0.0
66,63,44,30,2015,0.0
66,63,44,30,2016,30251.0512967
66,63,45,28,2000,0.0
66,63,45,28,2001,2194006728.06
66,63,45,28,2002,67667529.9077
66,63,45,28,2003,27572030.1229
66,63,45,28,2004,0.0
66,63,45,28,2005,0.0
66,63,45,28,2006,2195922601.77
66,63,45,28,2007,67726619.2625
66,63,45,28,2008,27617013.2925
66,63,45,28,2009,0.0
66,63,45,28,2010,0.0
66,63,45,28,2011,1912105083.23
66,63,45,28,2012,54550138.4669
66,63,45,28,2013,20453558.2127
66,63,45,28,2014,0.0
66,63,45,28,2015,0.0
66,63,45,28,2016,1628513059.94
66,63,45,29,2000,0.0
66,63,45,29,2001,455183044.413
66,63,45,29,2002,29072593.2147
66,63,45,29,2003,0.0
66,63,45,29,2004,4689070.28068
66,63,45,29,2005,0.0
66,63,45,29,2006,455573682.799
66,63,45,29,2007,29097543.3333
66,63,45,29,2008,0.0
66,63,45,29,2009,4696182.79246
66,63,45,29,2010,0.0
66,63,45,29,2011,396682944.463
66,63,45,29,2012,23435971.2418
66,63,45,29,2013,0.0
66,63,45,29,2014,3479616.08496
66,63,45,29,2015,0.0
66,63,45,29,2016,337838501.244
66,63,45,30,2000,0.0
66,63,45,30,2001,119991955.369
66,63,45,30,2002,0.0
66,63,45,30,2003,0.0
66,63,45,30,2004,773749.476578
66,63,45,30,2005,0.0
66,63,45,30,2006,120095530.272
66,63,45,30,2007,0.0
66,63,45,30,2008,0.0
66,63,45,30,2009,774925.67148
66,63,45,30,2010,0.0
66,63,45,30,2011,104571899.999
66,63,45,30,2012,0.0
66,63,45,30,2013,0.0
66,63,45,30,2014,574180.788183
66,63,45,30,2015,0.0
66,63,45,30,2016,89060515.3177
66,63,72,28,2000,11818019.0102
66,63,72,28,2001,4824057.67268
66,63,72,28,2002,0.0
66,63,72,28,2003,0.0
66,63,72,28,2004,384215438.209
66,63,72,28,2005,11849968.0623
66,63,72,28,2006,4837250.45753
66,63,72,28,2007,0.0
66,63,72,28,2008,0.0
66,63,72,28,2009,385548688.394
66,63,72,28,2010,11891088.149
66,63,72,28,2011,4851956.37419
66,63,72,28,2012,0.0
66,63,72,28,2013,0.0
66,63,72,28,2014,387164672.517
66,63,72,28,2015,11940928.3124
66,63,72,28,2016,4867768.75529
66,63,72,29,2000,5077125.59854
66,63,72,29,2001,0.0
66,63,72,29,2002,821769.848881
66,63,72,29,2003,0.0
66,63,72,29,2004,79702925.1924
66,63,72,29,2005,5090634.96671
66,63,72,29,2006,0.0
66,63,72,29,2007,826099.776924
66,63,72,29,2008,0.0
66,63,72,29,2009,79975241.7749
66,63,72,29,2010,5108027.85805
66,63,72,29,2011,0.0
66,63,72,29,2012,831938.339224
66,63,72,29,2013,0.0
66,63,72,29,2014,80305403.5561
66,63,72,29,2015,5129115.32885
66,63,72,29,2016,0.0
66,63,72,30,2000,0.0
66,63,72,30,2001,0.0
66,63,72,30,2002,135603.502911
66,63,72,30,2003,0.0
66,63,72,30,2004,21011469.0519
66,63,72,30,2005,0.0
66,63,72,30,2006,0.0
66,63,72,30,2007,136319.485366
66,63,72,30,2008,0.0
66,63,72,30,2009,21083627.9208
66,63,72,30,2010,0.0
66,63,72,30,2011,0.0
66,63,72,30,2012,137284.912751
66,63,72,30,2013,0.0
66,63,72,30,2014,21171105.0219
66,63,72,30,2015,0.0
66,63,72,30,2016,0.0
66,63,73,28,2000,0.0
66,63,73,28,2001,0.0
66,63,73,28,2002,38900149.7943
66,63,73,28,2003,1199757.96608
66,63,73,28,2004,488415.87627
66,63,73,28,2005,0.0
66,63,73,28,2006,0.0
66,63,73,28,2007,39094594.5187
66,63,73,28,2008,1205755.028
66,63,73,28,2009,490053.984196
66,63,73,28,2010,0.0
66,63,73,28,2011,0.0
66,63,73,28,2012,39284485.2669
66,63,73,28,2013,1211611.63624
66,63,73,28,2014,491634.592629
66,63,73,28,2015,0.0
66,63,73,28,2016,0.0
66,63,73,29,2000,83938.7371753
66,63,73,29,2001,0.0
66,63,73,29,2002,8068077.69029
66,63,73,29,2003,515309.046753
66,63,73,29,2004,0.0
66,63,73,29,2005,84835.8440018
66,63,73,29,2006,0.0
66,63,73,29,2007,8107820.5726
66,63,73,29,2008,517847.429201
66,63,73,29,2009,0.0
66,63,73,29,2010,85850.8281961
66,63,73,29,2011,0.0
66,63,73,29,2012,8146632.69637
66,63,73,29,2013,520326.363995
66,63,73,29,2014,0.0
66,63,73,29,2015,86922.0457624
66,63,73,29,2016,0.0
66,63,73,30,2000,13851.6615688
66,63,73,30,2001,0.0
66,63,73,30,2002,2127055.12015
66,63,73,30,2003,0.0
66,63,73,30,2004,0.0
66,63,73,30,2005,13999.9964009
66,63,73,30,2006,0.0
66,63,73,30,2007,2137583.2357
66,63,73,30,2008,0.0
66,63,73,30,2009,0.0
66,63,73,30,2010,14167.8196376
66,63,73,30,2011,0.0
66,63,73,30,2012,2147864.39987
66,63,73,30,2013,0.0
66,63,73,30,2014,0.0
66,63,73,30,2015,14344.9391244
66,63,73,30,2016,0.0
66,64,42,28,2000,0.0
66,64,42,28,2001,0.0
66,64,42,28,2002,0.0
66,64,42,28,2003,0.0
66,64,42,28,2004,250176535.234
66,64,42,28,2005,0.0
66,64,42,28,2006,0.0
66,64,42,28,2007,0.0
66,64,42,28,2008,0.0
66,64,42,28,2009,250176535.234
66,64,42,28,2010,0.0
66,64,42,28,2011,0.0
66,64,42,28,2012,0.0
66,64,42,28,2013,0.0
66,64,42,28,2014,250176535.234
66,64,42,28,2015,0.0
66,64,42,28,2016,0.0
66,64,42,29,2000,0.0
66,64,42,29,2001,0.0
66,64,42,29,2002,0.0
66,64,42,29,2003,0.0
66,64,42,29,2004,172310637.961
66,64,42,29,2005,0.0
66,64,42,29,2006,0.0
66,64,42,29,2007,0.0
66,64,42,29,2008,0.0
66,64,42,29,2009,172310637.961
66,64,42,29,2010,0.0
66,64,42,29,2011,0.0
66,64,42,29,2012,0.0
66,64,42,29,2013,0.0
66,64,42,29,2014,172310637.961
66,64,42,29,2015,0.0
66,64,42,29,2016,0.0
66,64,42,30,2000,0.0
66,64,42,30,2001,0.0
66,64,42,30,2002,0.0
66,64,42,30,2003,0.0
66,64,42,30,2004,4391775.79767
66,64,42,30,2005,0.0
66,64,42,30,2006,0.0
66,64,42,30,2007,0.0
66,64,42,30,2008,0.0
66,64,42,30,2009,4391775.79767
66,64,42,30,2010,0.0
66,64,42,30,2011,0.0
66,64,42,30,2012,0.0
66,64,42,30,2013,0.0
66,64,42,30,2014,4391775.79767
66,64,42,30,2015,0.0
66,64,42,30,2016,0.0
66,64,44,28,2000,0.0
66,64,44,28,2001,0.0
66,64,44,28,2002,140724301.069
66,64,44,28,2003,0.0
66,64,44,28,2004,0.0
66,64,44,28,2005,0.0
66,64,44,28,2006,0.0
66,64,44,28,2007,140724301.095
66,64,44,28,2008,0.0
66,64,44,28,2009,0.0
66,64,44,28,2010,0.0
66,64,44,28,2011,0.0
66,64,44,28,2012,140724301.666
66,64,44,28,2013,0.0
66,64,44,28,2014,0.0
66,64,44,28,2015,0.0
66,64,44,28,2016,0.0
66,64,44,29,2000,0.0
66,64,44,29,2001,0.0
66,64,44,29,2002,96924733.8534
66,64,44,29,2003,0.0
66,64,44,29,2004,0.0
66,64,44,29,2005,0.0
66,64,44,29,2006,0.0
66,64,44,29,2007,96924733.8713
66,64,44,29,2008,0.0
66,64,44,29,2009,0.0
66,64,44,29,2010,0.0
66,64,44,29,2011,0.0
66,64,44,29,2012,96924734.2647
66,64,44,29,2013,0.0
66,64,44,29,2014,0.0
66,64,44,29,2015,0.0
66,64,44,29,2016,0.0
66,64,44,30,2000,0.0
66,64,44,30,2001,0.0
66,64,44,30,2002,2470373.8862
66,64,44,30,2003,0.0
66,64,44,30,2004,0.0
66,64,44,30,2005,0.0
66,64,44,30,2006,0.0
66,64,44,30,2007,2470373.88665
66,64,44,30,2008,0.0
66,64,44,30,2009,0.0
66,64,44,30,2010,0.0
66,64,44,30,2011,0.0
66,64,44,30,2012,2470373.89668
66,64,44,30,2013,0.0
66,64,44,30,2014,0.0
66,64,44,30,2015,0.0
66,64,44,30,2016,0.0
66,64,45,28,2000,3596287866.36
66,64,45,28,2001,0.0
66,64,45,28,2002,0.0
66,64,45,28,2003,0.0
66,64,45,28,2004,0.0
66,64,45,28,2005,3596288940.72
66,64,45,28,2006,0.0
66,64,45,28,2007,0.0
66,64,45,28,2008,0.0
66,64,45,28,2009,0.0
66,64,45,28,2010,3361753389.33
66,64,45,28,2011,0.0
66,64,45,28,2012,0.0
66,64,45,28,2013,0.0
66,64,45,28,2014,0.0
66,64,45,28,2015,2658146483.44
66,64,45,28,2016,0.0
66,64,45,29,2000,2476965539.42
66,64,45,29,2001,0.0
66,64,45,29,2002,0.0
66,64,45,29,2003,0.0
66,64,45,29,2004,0.0
66,64,45,29,2005,2476966279.39
66,64,45,29,2006,0.0
66,64,45,29,2007,0.0
66,64,45,29,2008,0.0
66,64,45,29,2009,0.0
66,64,45,29,2010,2315428465.92
66,64,45,29,2011,0.0
66,64,45,29,2012,0.0
66,64,45,29,2013,0.0
66,64,45,29,2014,0.0
66,64,45,29,2015,1830814852.11
66,64,45,29,2016,0.0
66,64,45,30,2000,63131780.1177
66,64,45,30,2001,0.0
66,64,45,30,2002,0.0
66,64,45,30,2003,0.0
66,64,45,30,2004,0.0
66,64,45,30,2005,63131798.9777
66,64,45,30,2006,0.0
66,64,45,30,2007,0.0
66,64,45,30,2008,0.0
66,64,45,30,2009,0.0
66,64,45,30,2010,59014596.0701
66,64,45,30,2011,0.0
66,64,45,30,2012,0.0
66,64,45,30,2013,0.0
66,64,45,30,2014,0.0
66,64,45,30,2015,46662982.9282
66,64,45,30,2016,0.0
66,64,72,28,2000,0.0
66,64,72,28,2001,0.0
66,64,72,28,2002,0.0
66,64,72,28,2003,625458815.875
66,64,72,28,2004,0.0
66,64,72,28,2005,0.0
66,64,72,28,2006,0.0
66,64,72,28,2007,0.0
66,64,72,28,2008,625495807.971
66,64,72,28,2009,0.0
66,64,72,28,2010,0.0
66,64,72,28,2011,0.0
66,64,72,28,2012,0.0
66,64,72,28,2013,625593299.135
66,64,72,28,2014,0.0
66,64,72,28,2015,0.0
66,64,72,28,2016,0.0
66,64,72,29,2000,0.0
66,64,72,29,2001,0.0
66,64,72,29,2002,0.0
66,64,72,29,2003,430788632.84
66,64,72,29,2004,0.0
66,64,72,29,2005,0.0
66,64,72,29,2006,0.0
66,64,72,29,2007,0.0
66,64,72,29,2008,430814111.376
66,64,72,29,2009,0.0
66,64,72,29,2010,0.0
66,64,72,29,2011,0.0
66,64,72,29,2012,0.0
66,64,72,29,2013,430881259.018
66,64,72,29,2014,0.0
66,64,72,29,2015,0.0
66,64,72,29,2016,0.0
66,64,72,30,2000,0.0
66,64,72,30,2001,0.0
66,64,72,30,2002,0.0
66,64,72,30,2003,10979746.3117
66,64,72,30,2004,0.0
66,64,72,30,2005,0.0
66,64,72,30,2006,0.0
66,64,72,30,2007,0.0
66,64,72,30,2008,10980395.6971
66,64,72,30,2009,0.0
66,64,72,30,2010,0.0
66,64,72,30,2011,0.0
66,64,72,30,2012,0.0
66,64,72,30,2013,10982107.1259
66,64,72,30,2014,0.0
66,64,72,30,2015,0.0
66,64,72,30,2016,0.0
66,64,73,28,2000,0.0
66,64,73,28,2001,62582790.4482
66,64,73,28,2002,0.0
66,64,73,28,2003,0.0
66,64,73,28,2004,0.0
66,64,73,28,2005,0.0
66,64,73,28,2006,62634976.4494
66,64,73,28,2007,0.0
66,64,73,28,2008,0.0
66,64,73,28,2009,0.0
66,64,73,28,2010,0.0
66,64,73,28,2011,62742984.0689
66,64,73,28,2012,0.0
66,64,73,28,2013,0.0
66,64,73,28,2014,0.0
66,64,73,28,2015,0.0
66,64,73,28,2016,62950941.5218
66,64,73,29,2000,0.0
66,64,73,29,2001,43104284.4904
66,64,73,29,2002,0.0
66,64,73,29,2003,0.0
66,64,73,29,2004,0.0
66,64,73,29,2005,0.0
66,64,73,29,2006,43140227.9219
66,64,73,29,2007,0.0
66,64,73,29,2008,0.0
66,64,73,29,2009,0.0
66,64,73,29,2010,0.0
66,64,73,29,2011,43214618.8387
66,64,73,29,2012,0.0
66,64,73,29,2013,0.0
66,64,73,29,2014,0.0
66,64,73,29,2015,0.0
66,64,73,29,2016,43357850.8223
66,64,73,30,2000,0.0
66,64,73,30,2001,1098622.55541
66,64,73,30,2002,0.0
66,64,73,30,2003,0.0
66,64,73,30,2004,0.0
66,64,73,30,2005,0.0
66,64,73,30,2006,1099538.66537
66,64,73,30,2007,0.0
66,64,73,30,2008,0.0
66,64,73,30,2009,0.0
66,64,73,30,2010,0.0
66,64,73,30,2011,1101434.7075
66,64,73,30,2012,0.0
66,64,73,30,2013,0.0
66,64,73,30,2014,0.0
66,64,73,30,2015,0.0
66,64,73,30,2016,1105085.33967
67,63,42,28,2000,371955615.913
67,63,42,28,2001,8237265.99356
67,63,42,28,2002,4145518.95225
67,63,42,28,2003,4000942.91977
67,63,42,28,2004,0.0
67,63,42,28,2005,372218174.666
67,63,42,28,2006,8243080.57519
67,63,42,28,2007,4147547.23428
67,63,42,28,2008,4000943.22807
67,63,42,28,2009,0.0
67,63,42,28,2010,372218260.262
67,63,42,28,2011,8243082.47077
67,63,42,28,2012,4147607.7159
67,63,42,28,2013,4000952.4692
67,63,42,28,2014,0.0
67,63,42,28,2015,372220557.499
67,63,42,28,2016,8243133.34498
67,63,42,29,2000,58724492.1441
67,63,42,29,2001,752064.10718
67,63,42,29,2002,0.0
67,63,42,29,2003,8156889.34703
67,63,42,29,2004,0.0
67,63,42,29,2005,59209168.7833
67,63,42,29,2006,758271.192003
67,63,42,29,2007,0.0
67,63,42,29,2008,8156889.90189
67,63,42,29,2009,0.0
67,63,42,29,2010,59209141.558
67,63,42,29,2011,758270.843339
67,63,42,29,2012,0.0
67,63,42,29,2013,8156906.61575
67,63,42,29,2014,0.0
67,63,42,29,2015,59209280.7996
67,63,42,29,2016,758272.626557
67,63,42,30,2000,14931661.9721
67,63,42,30,2001,94890.8540856
67,63,42,30,2002,0.0
67,63,42,30,2003,0.0
67,63,42,30,2004,0.0
67,63,42,30,2005,14931661.9721
67,63,42,30,2006,94890.8540856
67,63,42,30,2007,0.0
67,63,42,30,2008,0.0
67,63,42,30,2009,0.0
67,63,42,30,2010,14931666.3827
67,63,42,30,2011,94890.8821151
67,63,42,30,2012,0.0
67,63,42,30,2013,0.0
67,63,42,30,2014,0.0
67,63,42,30,2015,14931763.9474
67,63,42,30,2016,94891.50214
67,63,44,28,2000,2333285.78185
67,63,44,28,2001,2250573.90389
67,63,44,28,2002,0.0
67,63,44,28,2003,209381250.885
67,63,44,28,2004,4636921.67511
67,63,44,28,2005,2333982.30415
67,63,44,28,2006,2250726.28211
67,63,44,28,2007,0.0
67,63,44,28,2008,209403954.464
67,63,44,28,2009,4637424.46472
67,63,44,28,2010,2335327.1295
67,63,44,28,2011,2251157.78133
67,63,44,28,2012,0.0
67,63,44,28,2013,209457679.585
67,63,44,28,2014,4638614.25214
67,63,44,28,2015,2337500.139
67,63,44,28,2016,2252143.51975
67,63,44,29,2000,0.0
67,63,44,29,2001,4588329.94317
67,63,44,29,2002,0.0
67,63,44,29,2003,33305957.1274
67,63,44,29,2004,426537.786812
67,63,44,29,2005,0.0
67,63,44,29,2006,4588612.6945
67,63,44,29,2007,0.0
67,63,44,29,2008,33308593.1205
67,63,44,29,2009,426571.545056
67,63,44,29,2010,0.0
67,63,44,29,2011,4589419.23108
67,63,44,29,2012,0.0
67,63,44,29,2013,33315177.8843
67,63,44,29,2014,426655.873833
67,63,44,29,2015,0.0
67,63,44,29,2016,4591270.54407
67,63,44,30,2000,0.0
67,63,44,30,2001,0.0
67,63,44,30,2002,0.0
67,63,44,30,2003,8399415.26725
67,63,44,30,2004,53378.3640441
67,63,44,30,2005,0.0
67,63,44,30,2006,0.0
67,63,44,30,2007,0.0
67,63,44,30,2008,8400349.36141
67,63,44,30,2009,53384.3002214
67,63,44,30,2010,0.0
67,63,44,30,2011,0.0
67,63,44,30,2012,0.0
67,63,44,30,2013,8402551.4694
67,63,44,30,2014,53398.2946386
67,63,44,30,2015,0.0
67,63,44,30,2016,0.0
67,63,45,28,2000,0.0
67,63,45,28,2001,5355527833.04
67,63,45,28,2002,118602611.197
67,63,45,28,2003,59816564.29
67,63,45,28,2004,57604510.7928
67,63,45,28,2005,0.0
67,63,45,28,2006,5360302408.62
67,63,45,28,2007,118708348.138
67,63,45,28,2008,59925161.079
67,63,45,28,2009,57692785.1955
67,63,45,28,2010,0.0
67,63,45,28,2011,4667792279.32
67,63,45,28,2012,95619226.032
67,63,45,28,2013,44395104.0032
67,63,45,28,2014,42749148.8468
67,63,45,28,2015,0.0
67,63,45,28,2016,3976065840.15
67,63,45,29,2000,0.0
67,63,45,29,2001,851731386.226
67,63,45,29,2002,10907827.0608
67,63,45,29,2003,0.0
67,63,45,29,2004,117426178.524
67,63,45,29,2005,0.0
67,63,45,29,2006,852345861.552
67,63,45,29,2007,10915696.4321
67,63,45,29,2008,0.0
67,63,45,29,2009,117592911.458
67,63,45,29,2010,0.0
67,63,45,29,2011,742039361.255
67,63,45,29,2012,8790311.55722
67,63,45,29,2013,0.0
67,63,45,29,2014,87118328.3991
67,63,45,29,2015,0.0
67,63,45,29,2016,631847406.345
67,63,45,30,2000,0.0
67,63,45,30,2001,214843136.979
67,63,45,30,2002,1365330.1823
67,63,45,30,2003,0.0
67,63,45,30,2004,0.0
67,63,45,30,2005,0.0
67,63,45,30,2006,215038136.629
67,63,45,30,2007,1366569.40693
67,63,45,30,2008,0.0
67,63,45,30,2009,0.0
67,63,45,30,2010,0.0
67,63,45,30,2011,187261388.016
67,63,45,30,2012,1100794.31201
67,63,45,30,2013,0.0
67,63,45,30,2014,0.0
67,63,45,30,2015,0.0
67,63,45,30,2016,159516314.176
67,63,72,28,2000,20718418.7841
67,63,72,28,2001,10475304.1943
67,63,72,28,2002,10096950.5084
67,63,72,28,2003,0.0
67,63,72,28,2004,938324049.4
67,63,72,28,2005,20779965.2765
67,63,72,28,2006,10509635.0396
67,63,72,28,2007,10152090.0717
67,63,72,28,2008,0.0
67,63,72,28,2009,941986134.953
67,63,72,28,2010,20861065.2021
67,63,72,28,2011,10548168.6472
67,63,72,28,2012,10227111.2617
67,63,72,28,2013,0.0
67,63,72,28,2014,946532317.765
67,63,72,28,2015,20961744.1957
67,63,72,28,2016,10589740.4513
67,63,72,29,2000,1903964.60079
67,63,72,29,2001,0.0
67,63,72,29,2002,20571072.273
67,63,72,29,2003,0.0
67,63,72,29,2004,149040184.558
67,63,72,29,2005,1908705.70764
67,63,72,29,2006,0.0
67,63,72,29,2007,20675724.5651
67,63,72,29,2008,0.0
67,63,72,29,2009,149532232.82
67,63,72,29,2010,1915007.19826
67,63,72,29,2011,0.0
67,63,72,29,2012,20818297.1045
67,63,72,29,2013,0.0
67,63,72,29,2014,150148027.926
67,63,72,29,2015,1922893.4716
67,63,72,29,2016,0.0
67,63,72,30,2000,238524.163833
67,63,72,30,2001,0.0
67,63,72,30,2002,0.0
67,63,72,30,2003,0.0
67,63,72,30,2004,37646449.8277
67,63,72,30,2005,239243.547311
67,63,72,30,2006,0.0
67,63,72,30,2007,0.0
67,63,72,30,2008,0.0
67,63,72,30,2009,37795508.5192
67,63,72,30,2010,240190.816715
67,63,72,30,2011,0.0
67,63,72,30,2012,0.0
67,63,72,30,2013,0.0
67,63,72,30,2014,37980428.7976
67,63,72,30,2015,241365.986846
67,63,72,30,2016,0.0
67,63,73,28,2000,1032371.71047
67,63,73,28,2001,0.0
67,63,73,28,2002,95183509.4223
67,63,73,28,2003,2107917.85839
67,63,73,28,2004,1063290.11317
67,63,73,28,2005,1044123.9941
67,63,73,28,2006,0.0
67,63,73,28,2007,95761679.9922
67,63,73,28,2008,2120721.92579
67,63,73,28,2009,1067607.23269
67,63,73,28,2010,1057575.3309
67,63,73,28,2011,0.0
67,63,73,28,2012,96346421.631
67,63,73,28,2013,2133671.51496
67,63,73,28,2014,1071772.64728
67,63,73,28,2015,1071971.37164
67,63,73,28,2016,0.0
67,63,73,29,2000,2100212.34406
67,63,73,29,2001,0.0
67,63,73,29,2002,15087183.3833
67,63,73,29,2003,193216.300163
67,63,73,29,2004,0.0
67,63,73,29,2005,2122603.59766
67,63,73,29,2006,0.0
67,63,73,29,2007,15166672.0861
67,63,73,29,2008,194234.28428
67,63,73,29,2009,0.0
67,63,73,29,2010,2148264.73624
67,63,73,29,2011,0.0
67,63,73,29,2012,15247587.7991
67,63,73,29,2013,195270.54362
67,63,73,29,2014,0.0
67,63,73,29,2015,2175762.55956
67,63,73,29,2016,0.0
67,63,73,30,2000,0.0
67,63,73,30,2001,0.0
67,63,73,30,2002,3819598.33874
67,63,73,30,2003,24273.5838318
67,63,73,30,2004,0.0
67,63,73,30,2005,0.0
67,63,73,30,2006,0.0
67,63,73,30,2007,3843085.63805
67,63,73,30,2008,24422.8458427
67,63,73,30,2009,0.0
67,63,73,30,2010,0.0
67,63,73,30,2011,0.0
67,63,73,30,2012,3866825.39335
67,63,73,30,2013,24573.7122137
67,63,73,30,2014,0.0
67,63,73,30,2015,0.0
67,63,73,30,2016,0.0
67,64,42,28,2000,0.0
67,64,42,28,2001,0.0
67,64,42,28,2002,0.0
67,64,42,28,2003,0.0
67,64,42,28,2004,119494401.223
67,64,42,28,2005,0.0
67,64,42,28,2006,0.0
67,64,42,28,2007,0.0
67,64,42,28,2008,0.0
67,64,42,28,2009,119494401.223
67,64,42,28,2010,0.0
67,64,42,28,2011,0.0
67,64,42,28,2012,0.0
67,64,42,28,2013,0.0
67,64,42,28,2014,119494401.223
67,64,42,28,2015,0.0
67,64,42,28,2016,0.0
67,64,42,29,2000,0.0
67,64,42,29,2001,0.0
67,64,42,29,2002,0.0
67,64,42,29,2003,0.0
67,64,42,29,2004,62849933.203
67,64,42,29,2005,0.0
67,64,42,29,2006,0.0
67,64,42,29,2007,0.0
67,64,42,29,2008,0.0
67,64,42,29,2009,62849933.203
67,64,42,29,2010,0.0
67,64,42,29,2011,0.0
67,64,42,29,2012,0.0
67,64,42,29,2013,0.0
67,64,42,29,2014,62849933.203
67,64,42,29,2015,0.0
67,64,42,29,2016,0.0
67,64,42,30,2000,0.0
67,64,42,30,2001,0.0
67,64,42,30,2002,0.0
67,64,42,30,2003,0.0
67,64,42,30,2004,10152572.5191
67,64,42,30,2005,0.0
67,64,42,30,2006,0.0
67,64,42,30,2007,0.0
67,64,42,30,2008,0.0
67,64,42,30,2009,10152572.5191
67,64,42,30,2010,0.0
67,64,42,30,2011,0.0
67,64,42,30,2012,0.0
67,64,42,30,2013,0.0
67,64,42,30,2014,10152572.5191
67,64,42,30,2015,0.0
67,64,42,30,2016,0.0
67,64,44,28,2000,0.0
67,64,44,28,2001,0.0
67,64,44,28,2002,67215600.6878
67,64,44,28,2003,0.0
67,64,44,28,2004,0.0
67,64,44,28,2005,0.0
67,64,44,28,2006,0.0
67,64,44,28,2007,67215600.7003
67,64,44,28,2008,0.0
67,64,44,28,2009,0.0
67,64,44,28,2010,0.0
67,64,44,28,2011,0.0
67,64,44,28,2012,67215600.9745
67,64,44,28,2013,0.0
67,64,44,28,2014,0.0
67,64,44,28,2015,0.0
67,64,44,28,2016,0.0
67,64,44,29,2000,0.0
67,64,44,29,2001,0.0
67,64,44,29,2002,35353087.4268
67,64,44,29,2003,0.0
67,64,44,29,2004,0.0
67,64,44,29,2005,0.0
67,64,44,29,2006,0.0
67,64,44,29,2007,35353087.4333
67,64,44,29,2008,0.0
67,64,44,29,2009,0.0
67,64,44,29,2010,0.0
67,64,44,29,2011,0.0
67,64,44,29,2012,35353087.5775
67,64,44,29,2013,0.0
67,64,44,29,2014,0.0
67,64,44,29,2015,0.0
67,64,44,29,2016,0.0
67,64,44,30,2000,0.0
67,64,44,30,2001,0.0
67,64,44,30,2002,5710822.04202
67,64,44,30,2003,0.0
67,64,44,30,2004,0.0
67,64,44,30,2005,0.0
67,64,44,30,2006,0.0
67,64,44,30,2007,5710822.04307
67,64,44,30,2008,0.0
67,64,44,30,2009,0.0
67,64,44,30,2010,0.0
67,64,44,30,2011,0.0
67,64,44,30,2012,5710822.06637
67,64,44,30,2013,0.0
67,64,44,30,2014,0.0
