census region,air conditioning type,technology,housing types,vintage,value
66,63,44,30,2002,0.0
66,63,44,30,2003,160496.561801
66,63,44,30,2004,0.0
66,63,44,30,2005,0.0
66,63,44,30,2006,3188.94902505
66,63,44,30,2007,0.0
66,63,44,30,2008,108282.502562
66,63,44,30,2009,0.0
66,63,44,30,2010,0.0
66,63,44,30,2011,2827.01151782
66,63,44,30,2012,0.0
66,63,44,30,2013,141469.952649
66,63,44,30,2014,0.0
66,63,44,30,2015,0.0
66,63,44,30,2016,3050.68356548
66,63,45,28,2000,0.0
66,63,45,28,2001,99385911.1281
66,63,45,28,2002,3065259.1114
66,63,45,28,2003,1189748.1492
66,63,45,28,2004,0.0
66,63,45,28,2005,0.0
66,63,45,28,2006,105153906.1
66,63,45,28,2007,3243155.54502
66,63,45,28,2008,1241129.51986
66,63,45,28,2009,0.0
66,63,45,28,2010,0.0
66,63,45,28,2011,111821133.723
66,63,45,28,2012,3190127.14396
66,63,45,28,2013,1121447.60264
66,63,45,28,2014,0.0
66,63,45,28,2015,0.0
66,63,45,28,2016,80776401.0433
66,63,45,29,2000,0.0
66,63,45,29,2001,20309455.8742
66,63,45,29,2002,1297167.27433
66,63,45,29,2003,0.0
66,63,45,29,2004,543499.63095
66,63,45,29,2005,0.0
66,63,45,29,2006,21504593.817
66,63,45,29,2007,1373500.87171
66,63,45,29,2008,0.0
66,63,45,29,2009,553837.837116
66,63,45,29,2010,0.0
66,63,45,29,2011,22929303.8816
66,63,45,29,2012,1354659.97181
66,63,45,29,2013,0.0
66,63,45,29,2014,445372.974446
66,63,45,29,2015,0.0
66,63,45,29,2016,16532607.8366
66,63,45,30,2000,0.0
66,63,45,30,2001,5379830.82647
66,63,45,30,2002,0.0
66,63,45,30,2003,0.0
66,63,45,30,2004,89864.8622613
66,63,45,30,2005,0.0
66,63,45,30,2006,5694651.7367
66,63,45,30,2007,0.0
66,63,45,30,2008,0.0
66,63,45,30,2009,91570.7561833
66,63,45,30,2010,0.0
66,63,45,30,2011,6066513.27225
66,63,45,30,2012,0.0
66,63,45,30,2013,0.0
66,63,45,30,2014,73625.1063705
66,63,45,30,2015,0.0
66,63,45,30,2016,4376496.69566
66,63,72,28,2000,586189.369059
66,63,72,28,2001,219813.719836
66,63,72,28,2002,0.0
66,63,72,28,2003,0.0
66,63,72,28,2004,12867711.2184
66,63,72,28,2005,396865.79926
66,63,72,28,2006,142628.392811
66,63,72,28,2007,0.0
66,63,72,28,2008,0.0
66,63,72,28,2009,10249462.5278
66,63,72,28,2010,316113.803693
66,63,72,28,2011,111807.118721
66,63,72,28,2012,0.0
66,63,72,28,2013,0.0
66,63,72,28,2014,8197599.80471
66,63,72,28,2015,252830.277529
66,63,72,28,2016,90528.3192533
66,63,72,29,2000,248456.366425
66,63,72,29,2001,0.0
66,63,72,29,2002,95803.4050102
66,63,72,29,2003,0.0
66,63,72,29,2004,2618290.321
66,63,72,29,2005,167230.502882
66,63,72,29,2006,0.0
66,63,72,29,2007,79806.2365772
66,63,72,29,2008,0.0
66,63,72,29,2009,2078124.9372
66,63,72,29,2010,132730.077911
66,63,72,29,2011,0.0
66,63,72,29,2012,71020.1249934
66,63,72,29,2013,0.0
66,63,72,29,2014,1656858.84875
66,63,72,29,2015,105823.76456
66,63,72,29,2016,0.0
66,63,72,30,2000,0.0
66,63,72,30,2001,0.0
66,63,72,30,2002,15839.7895492
66,63,72,30,2003,0.0
66,63,72,30,2004,694357.226767
66,63,72,30,2005,0.0
66,63,72,30,2006,0.0
66,63,72,30,2007,13199.5043476
66,63,72,30,2008,0.0
66,63,72,30,2009,551731.94182
66,63,72,30,2010,0.0
66,63,72,30,2011,0.0
66,63,72,30,2012,11748.6742329
66,63,72,30,2013,0.0
66,63,72,30,2014,440370.616404
66,63,72,30,2015,0.0
66,63,72,30,2016,0.0
66,63,73,28,2000,0.0
66,63,73,28,2001,0.0
66,63,73,28,2002,728416.700027
66,63,73,28,2003,22465.8193633
66,63,73,28,2004,8571.87160904
66,63,73,28,2005,0.0
66,63,73,28,2006,0.0
66,63,73,28,2007,1037414.06339
66,63,73,28,2008,31995.9124389
66,63,73,28,2009,13247.5058021
66,63,73,28,2010,0.0
66,63,73,28,2011,0.0
66,63,73,28,2012,1021838.40007
66,63,73,28,2013,31515.5280125
66,63,73,28,2014,13853.0087798
66,63,73,28,2015,0.0
66,63,73,28,2016,0.0
66,63,73,29,2000,6256.85326829
66,63,73,29,2001,0.0
66,63,73,29,2002,147317.216316
66,63,73,29,2003,9409.16749002
66,63,73,29,2004,0.0
66,63,73,29,2005,5570.6885398
66,63,73,29,2006,0.0
66,63,73,29,2007,212121.480392
66,63,73,29,2008,13548.2232636
66,63,73,29,2009,0.0
66,63,73,29,2010,5706.19620863
66,63,73,29,2011,0.0
66,63,73,29,2012,209648.371302
66,63,73,29,2013,13390.2655027
66,63,73,29,2014,0.0
66,63,73,29,2015,5034.87229932
66,63,73,29,2016,0.0
66,63,73,30,2000,1035.24465706
66,63,73,30,2001,0.0
66,63,73,30,2002,39155.459682
66,63,73,30,2003,0.0
66,63,73,30,2004,0.0
66,63,73,30,2005,921.786038824
66,63,73,30,2006,0.0
66,63,73,30,2007,56191.5569668
66,63,73,30,2008,0.0
66,63,73,30,2009,0.0
66,63,73,30,2010,943.836857252
66,63,73,30,2011,0.0
66,63,73,30,2012,55487.2233768
66,63,73,30,2013,0.0
66,63,73,30,2014,0.0
66,63,73,30,2015,832.686664274
66,63,73,30,2016,0.0
66,64,42,28,2000,0.0
66,64,42,28,2001,0.0
66,64,42,28,2002,0.0
66,64,42,28,2003,0.0
66,64,42,28,2004,3.35276126862e-06
66,64,42,28,2005,0.0
66,64,42,28,2006,0.0
66,64,42,28,2007,0.0
66,64,42,28,2008,0.0
66,64,42,28,2009,22590163.6153
66,64,42,28,2010,0.0
66,64,42,28,2011,0.0
66,64,42,28,2012,0.0
66,64,42,28,2013,0.0
66,64,42,28,2014,20813709.1082
66,64,42,28,2015,0.0
66,64,42,28,2016,0.0
66,64,42,29,2000,0.0
66,64,42,29,2001,0.0
66,64,42,29,2002,0.0
66,64,42,29,2003,0.0
66,64,42,29,2004,2.3515895009e-06
66,64,42,29,2005,0.0
66,64,42,29,2006,0.0
66,64,42,29,2007,0.0
66,64,42,29,2008,0.0
66,64,42,29,2009,15559115.0887
66,64,42,29,2010,0.0
66,64,42,29,2011,0.0
66,64,42,29,2012,0.0
66,64,42,29,2013,0.0
66,64,42,29,2014,14335571.0456
66,64,42,29,2015,0.0
66,64,42,29,2016,0.0
66,64,42,30,2000,0.0
66,64,42,30,2001,0.0
66,64,42,30,2002,0.0
66,64,42,30,2003,0.0
66,64,42,30,2004,2.35013430938e-07
66,64,42,30,2005,0.0
66,64,42,30,2006,0.0
66,64,42,30,2007,0.0
66,64,42,30,2008,0.0
66,64,42,30,2009,396563.705459
66,64,42,30,2010,0.0
66,64,42,30,2011,0.0
66,64,42,30,2012,0.0
66,64,42,30,2013,0.0
66,64,42,30,2014,365378.566923
66,64,42,30,2015,0.0
66,64,42,30,2016,0.0
66,64,44,28,2000,0.0
66,64,44,28,2001,0.0
66,64,44,28,2002,10187757.7807
66,64,44,28,2003,0.0
66,64,44,28,2004,0.0
66,64,44,28,2005,0.0
66,64,44,28,2006,0.0
66,64,44,28,2007,6221250.46045
66,64,44,28,2008,0.0
66,64,44,28,2009,0.0
66,64,44,28,2010,0.0
66,64,44,28,2011,0.0
66,64,44,28,2012,4222739.14001
66,64,44,28,2013,0.0
66,64,44,28,2014,0.0
66,64,44,28,2015,0.0
66,64,44,28,2016,0.0
66,64,44,29,2000,0.0
66,64,44,29,2001,0.0
66,64,44,29,2002,7016881.26323
66,64,44,29,2003,0.0
66,64,44,29,2004,0.0
66,64,44,29,2005,0.0
66,64,44,29,2006,0.0
66,64,44,29,2007,4284924.78224
66,64,44,29,2008,0.0
66,64,44,29,2009,0.0
66,64,44,29,2010,0.0
66,64,44,29,2011,0.0
66,64,44,29,2012,2908437.7337
66,64,44,29,2013,0.0
66,64,44,29,2014,0.0
66,64,44,29,2015,0.0
66,64,44,29,2016,0.0
66,64,44,30,2000,0.0
66,64,44,30,2001,0.0
66,64,44,30,2002,178843.103778
66,64,44,30,2003,0.0
66,64,44,30,2004,0.0
66,64,44,30,2005,0.0
66,64,44,30,2006,0.0
66,64,44,30,2007,109212.229588
66,64,44,30,2008,0.0
66,64,44,30,2009,0.0
66,64,44,30,2010,0.0
66,64,44,30,2011,0.0
66,64,44,30,2012,74128.9487348
66,64,44,30,2013,0.0
66,64,44,30,2014,0.0
66,64,44,30,2015,0.0
66,64,44,30,2016,0.0
66,64,45,28,2000,140370475.198
66,64,45,28,2001,0.0
66,64,45,28,2002,0.0
66,64,45,28,2003,0.0
66,64,45,28,2004,0.0
66,64,45,28,2005,207894367.808
66,64,45,28,2006,0.0
66,64,45,28,2007,0.0
66,64,45,28,2008,0.0
66,64,45,28,2009,0.0
66,64,45,28,2010,205583114.815
66,64,45,28,2011,0.0
66,64,45,28,2012,0.0
66,64,45,28,2013,0.0
66,64,45,28,2014,0.0
66,64,45,28,2015,198794128.696
66,64,45,28,2016,0.0
66,64,45,29,2000,96681034.0932
66,64,45,29,2001,0.0
66,64,45,29,2002,0.0
66,64,45,29,2003,0.0
66,64,45,29,2004,0.0
66,64,45,29,2005,143188533.298
66,64,45,29,2006,0.0
66,64,45,29,2007,0.0
66,64,45,29,2008,0.0
66,64,45,29,2009,0.0
66,64,45,29,2010,141596643.485
66,64,45,29,2011,0.0
66,64,45,29,2012,0.0
66,64,45,29,2013,0.0
66,64,45,29,2014,0.0
66,64,45,29,2015,136920687.253
66,64,45,29,2016,0.0
66,64,45,30,2000,2464162.57666
66,64,45,30,2001,0.0
66,64,45,30,2002,0.0
66,64,45,30,2003,0.0
66,64,45,30,2004,0.0
66,64,45,30,2005,3649524.73325
66,64,45,30,2006,0.0
66,64,45,30,2007,0.0
66,64,45,30,2008,0.0
66,64,45,30,2009,0.0
66,64,45,30,2010,3608951.36393
66,64,45,30,2011,0.0
66,64,45,30,2012,0.0
66,64,45,30,2013,0.0
66,64,45,30,2014,0.0
66,64,45,30,2015,3489772.70116
66,64,45,30,2016,0.0
66,64,72,28,2000,0.0
66,64,72,28,2001,0.0
66,64,72,28,2002,0.0
66,64,72,28,2003,39742034.2401
66,64,72,28,2004,0.0
66,64,72,28,2005,0.0
66,64,72,28,2006,0.0
66,64,72,28,2007,0.0
66,64,72,28,2008,26892231.8253
66,64,72,28,2009,0.0
66,64,72,28,2010,0.0
66,64,72,28,2011,0.0
66,64,72,28,2012,0.0
66,64,72,28,2013,21415619.7725
66,64,72,28,2014,0.0
66,64,72,28,2015,0.0
66,64,72,28,2016,0.0
66,64,72,29,2000,0.0
66,64,72,29,2001,0.0
66,64,72,29,2002,0.0
66,64,72,29,2003,27372572.2014
66,64,72,29,2004,0.0
66,64,72,29,2005,0.0
66,64,72,29,2006,0.0
66,64,72,29,2007,0.0
66,64,72,29,2008,18522191.2107
66,64,72,29,2009,0.0
66,64,72,29,2010,0.0
66,64,72,29,2011,0.0
66,64,72,29,2012,0.0
66,64,72,29,2013,14750140.7432
66,64,72,29,2014,0.0
66,64,72,29,2015,0.0
66,64,72,29,2016,0.0
66,64,72,30,2000,0.0
66,64,72,30,2001,0.0
66,64,72,30,2002,0.0
66,64,72,30,2003,697659.770382
66,64,72,30,2004,0.0
66,64,72,30,2005,0.0
66,64,72,30,2006,0.0
66,64,72,30,2007,0.0
66,64,72,30,2008,472085.252782
66,64,72,30,2009,0.0
66,64,72,30,2010,0.0
66,64,72,30,2011,0.0
66,64,72,30,2012,0.0
66,64,72,30,2013,375944.93233
66,64,72,30,2014,0.0
66,64,72,30,2015,0.0
66,64,72,30,2016,0.0
66,64,73,28,2000,0.0
66,64,73,28,2001,1712948.19592
66,64,73,28,2002,0.0
66,64,73,28,2003,0.0
66,64,73,28,2004,0.0
66,64,73,28,2005,0.0
66,64,73,28,2006,1523075.08937
66,64,73,28,2007,0.0
66,64,73,28,2008,0.0
66,64,73,28,2009,0.0
66,64,73,28,2010,0.0
66,64,73,28,2011,2171485.28996
66,64,73,28,2012,0.0
66,64,73,28,2013,0.0
66,64,73,28,2014,0.0
66,64,73,28,2015,0.0
66,64,73,28,2016,2140485.5991
66,64,73,29,2000,0.0
66,64,73,29,2001,1179803.67806
66,64,73,29,2002,0.0
66,64,73,29,2003,0.0
66,64,73,29,2004,0.0
66,64,73,29,2005,0.0
66,64,73,29,2006,1049027.40006
66,64,73,29,2007,0.0
66,64,73,29,2008,0.0
66,64,73,29,2009,0.0
66,64,73,29,2010,0.0
66,64,73,29,2011,1495623.94126
66,64,73,29,2012,0.0
66,64,73,29,2013,0.0
66,64,73,29,2014,0.0
66,64,73,29,2015,0.0
66,64,73,29,2016,1474272.7122
66,64,73,30,2000,0.0
66,64,73,30,2001,30070.3038455
66,64,73,30,2002,0.0
66,64,73,30,2003,0.0
66,64,73,30,2004,0.0
66,64,73,30,2005,0.0
66,64,73,30,2006,26737.1370752
66,64,73,30,2007,0.0
66,64,73,30,2008,0.0
66,64,73,30,2009,0.0
66,64,73,30,2010,0.0
66,64,73,30,2011,38119.7882229
66,64,73,30,2012,0.0
66,64,73,30,2013,0.0
66,64,73,30,2014,0.0
66,64,73,30,2015,0.0
66,64,73,30,2016,37575.5977298
67,63,42,28,2000,0.0
67,63,42,28,2001,0.0
67,63,42,28,2002,0.0
67,63,42,28,2003,272897.350116
67,63,42,28,2004,0.0
67,63,42,28,2005,26282530.5332
67,63,42,28,2006,582048.464181
67,63,42,28,2007,293821.991556
67,63,42,28,2008,577905.130703
67,63,42,28,2009,0.0
67,63,42,28,2010,22511449.437
67,63,42,28,2011,498534.741726
67,63,42,28,2012,251733.018772
67,63,42,28,2013,534566.439133
67,63,42,28,2014,0.0
67,63,42,28,2015,22603818.9658
67,63,42,28,2016,500580.341647
67,63,42,29,2000,0.0
67,63,42,29,2001,0.0
67,63,42,29,2002,0.0
67,63,42,29,2003,491141.878262
67,63,42,29,2004,0.0
67,63,42,29,2005,3737880.01071
67,63,42,29,2006,47869.726759
67,63,42,29,2007,0.0
67,63,42,29,2008,1112973.89148
67,63,42,29,2009,0.0
67,63,42,29,2010,3138017.37209
67,63,42,29,2011,40187.4949802
67,63,42,29,2012,0.0
67,63,42,29,2013,1024614.71462
67,63,42,29,2014,0.0
67,63,42,29,2015,3152728.43264
67,63,42,29,2016,40375.8944063
67,63,42,30,2000,61.8466805056
67,63,42,30,2001,0.39303624385
67,63,42,30,2002,0.0
67,63,42,30,2003,0.0
67,63,42,30,2004,0.0
67,63,42,30,2005,1064927.41992
67,63,42,30,2006,6767.62389907
67,63,42,30,2007,0.0
67,63,42,30,2008,0.0
67,63,42,30,2009,0.0
67,63,42,30,2010,913646.583469
67,63,42,30,2011,5806.2327422
67,63,42,30,2012,0.0
67,63,42,30,2013,0.0
67,63,42,30,2014,0.0
67,63,42,30,2015,917333.907607
67,63,42,30,2016,5829.66572223
67,63,44,28,2000,141936.863813
67,63,44,28,2001,301267.335242
67,63,44,28,2002,0.0
67,63,44,28,2003,11297678.3522
67,63,44,28,2004,250196.468921
67,63,44,28,2005,125528.036278
67,63,44,28,2006,284916.289591
67,63,44,28,2007,0.0
67,63,44,28,2008,10446242.6602
67,63,44,28,2009,231340.718474
67,63,44,28,2010,114946.827517
67,63,44,28,2011,274962.501887
67,63,44,28,2012,0.0
67,63,44,28,2013,12240817.3005
67,63,44,28,2014,271083.064133
67,63,44,28,2015,133373.484649
67,63,44,28,2016,295214.076771
67,63,44,29,2000,0.0
67,63,44,29,2001,577505.948719
67,63,44,29,2002,0.0
67,63,44,29,2003,1548056.47102
67,63,44,29,2004,19825.4197735
67,63,44,29,2005,0.0
67,63,44,29,2006,544145.15355
67,63,44,29,2007,0.0
67,63,44,29,2008,1412786.02463
67,63,44,29,2009,18093.0583042
67,63,44,29,2010,0.0
67,63,44,29,2011,523806.274471
67,63,44,29,2012,0.0
67,63,44,29,2013,1698715.22263
67,63,44,29,2014,21754.8539054
67,63,44,29,2015,0.0
67,63,44,29,2016,565031.875113
67,63,44,30,2000,0.0
67,63,44,30,2001,0.0
67,63,44,30,2002,0.0
67,63,44,30,2003,459131.735949
67,63,44,30,2004,2917.78655608
67,63,44,30,2005,0.0
67,63,44,30,2006,0.0
67,63,44,30,2007,0.0
67,63,44,30,2008,424927.622045
67,63,44,30,2009,2700.41908636
67,63,44,30,2010,0.0
67,63,44,30,2011,0.0
67,63,44,30,2012,0.0
67,63,44,30,2013,496843.0144
67,63,44,30,2014,3157.4420899
67,63,44,30,2015,0.0
67,63,44,30,2016,0.0
67,63,45,28,2000,0.0
67,63,45,28,2001,320177859.863
67,63,45,28,2002,7090604.58857
67,63,45,28,2003,3440298.9236
67,63,45,28,2004,7610419.46388
67,63,45,28,2005,0.0
67,63,45,28,2006,269476082.721
67,63,45,28,2007,5967771.63002
67,63,45,28,2008,2819834.38393
67,63,45,28,2009,6994432.84208
67,63,45,28,2010,0.0
67,63,45,28,2011,245281450.472
67,63,45,28,2012,5024564.30164
67,63,45,28,2013,2148498.19266
67,63,45,28,2014,5235174.38544
67,63,45,28,2015,0.0
67,63,45,28,2016,179824588.102
67,63,45,29,2000,0.0
67,63,45,29,2001,44608619.4585
67,63,45,29,2002,571287.04465
67,63,45,29,2003,0.0
67,63,45,29,2004,14572857.5612
67,63,45,29,2005,0.0
67,63,45,29,2006,36595630.1126
67,63,45,29,2007,468667.482382
67,63,45,29,2008,0.0
67,63,45,29,2009,13316586.3804
67,63,45,29,2010,0.0
67,63,45,29,2011,33644648.0171
67,63,45,29,2012,398559.636787
67,63,45,29,2013,0.0
67,63,45,29,2014,9977762.09041
67,63,45,29,2015,0.0
67,63,45,29,2016,24148220.7077
67,63,45,30,2000,0.0
67,63,45,30,2001,12989592.4828
67,63,45,30,2002,82548.9839792
67,63,45,30,2003,0.0
67,63,45,30,2004,0.0
67,63,45,30,2005,0.0
67,63,45,30,2006,10952263.1247
67,63,45,30,2007,69601.7364988
67,63,45,30,2008,0.0
67,63,45,30,2009,0.0
67,63,45,30,2010,0.0
67,63,45,30,2011,9959482.81342
67,63,45,30,2012,58545.6625505
67,63,45,30,2013,0.0
67,63,45,30,2014,0.0
67,63,45,30,2015,0.0
67,63,45,30,2016,7311953.25566
67,63,72,28,2000,937027.019609
67,63,72,28,2001,423100.818842
67,63,72,28,2002,1138806.16266
67,63,72,28,2003,0.0
67,63,72,28,2004,30864069.5497
67,63,72,28,2005,683510.450301
67,63,72,28,2006,292158.355909
67,63,72,28,2007,984064.444186
67,63,72,28,2008,0.0
67,63,72,28,2009,28294667.7636
67,63,72,28,2010,626608.914066
67,63,72,28,2011,265802.925233
67,63,72,28,2012,921598.397088
67,63,72,28,2013,0.0
67,63,72,28,2014,27008181.2103
67,63,72,28,2015,598118.601021
67,63,72,28,2016,260561.081015
67,63,72,29,2000,72766.5523951
67,63,72,29,2001,0.0
67,63,72,29,2002,2159480.31359
67,63,72,29,2003,0.0
67,63,72,29,2004,3900122.40883
67,63,72,29,2005,49947.5086151
67,63,72,29,2006,0.0
67,63,72,29,2007,1846948.71756
67,63,72,29,2008,0.0
67,63,72,29,2009,3547171.72417
67,63,72,29,2010,45427.3921894
67,63,72,29,2011,0.0
67,63,72,29,2012,1724860.30919
67,63,72,29,2013,0.0
67,63,72,29,2014,3417445.90675
67,63,72,29,2015,43766.0388512
67,63,72,29,2016,0.0
67,63,72,30,2000,10933.5370824
67,63,72,30,2001,0.0
67,63,72,30,2002,0.0
67,63,72,30,2003,0.0
67,63,72,30,2004,1260215.01419
67,63,72,30,2005,8008.67842119
67,63,72,30,2006,0.0
67,63,72,30,2007,0.0
67,63,72,30,2008,0.0
67,63,72,30,2009,1155964.93329
67,63,72,30,2010,7346.1681639
67,63,72,30,2011,0.0
67,63,72,30,2012,0.0
67,63,72,30,2013,0.0
67,63,72,30,2014,1103002.32196
67,63,72,30,2015,7009.59026431
67,63,72,30,2016,0.0
67,63,73,28,2000,86244.7079648
67,63,73,28,2001,0.0
67,63,73,28,2002,2696565.33487
67,63,73,28,2003,59717.6786208
67,63,73,28,2004,27602.6912275
67,63,73,28,2005,80536.5493134
67,63,73,28,2006,0.0
67,63,73,28,2007,3475250.24109
67,63,73,28,2008,76962.3025043
67,63,73,28,2009,38407.99452
67,63,73,28,2010,82675.7381704
67,63,73,28,2011,0.0
67,63,73,28,2012,3415173.12612
67,63,73,28,2013,75631.8449039
67,63,73,28,2014,40090.0698861
67,63,73,28,2015,74308.191887
67,63,73,28,2016,0.0
67,63,73,29,2000,161261.470938
67,63,73,29,2001,0.0
67,63,73,29,2002,350562.21835
67,63,73,29,2003,4489.52817008
67,63,73,29,2004,0.0
67,63,73,29,2005,150827.829961
67,63,73,29,2006,0.0
67,63,73,29,2007,485745.190843
67,63,73,29,2008,6220.76939162
67,63,73,29,2009,0.0
67,63,73,29,2010,156780.20191
67,63,73,29,2011,0.0
67,63,73,29,2012,488809.343277
67,63,73,29,2013,6260.01092407
67,63,73,29,2014,0.0
67,63,73,29,2015,141649.628985
67,63,73,29,2016,0.0
67,63,73,30,2000,0.0
67,63,73,30,2001,0.0
67,63,73,30,2002,109973.490511
67,63,73,30,2003,698.88257991
67,63,73,30,2004,0.0
67,63,73,30,2005,0.0
67,63,73,30,2006,0.0
67,63,73,30,2007,141030.909972
67,63,73,30,2008,896.252776468
67,63,73,30,2009,0.0
67,63,73,30,2010,0.0
67,63,73,30,2011,0.0
67,63,73,30,2012,138416.360563
67,63,73,30,2013,879.637290065
67,63,73,30,2014,0.0
67,63,73,30,2015,0.0
67,63,73,30,2016,0.0
67,64,42,28,2000,0.0
67,64,42,28,2001,0.0
67,64,42,28,2002,0.0
67,64,42,28,2003,0.0
67,64,42,28,2004,1.69966369867e-06
67,64,42,28,2005,0.0
67,64,42,28,2006,0.0
67,64,42,28,2007,0.0
67,64,42,28,2008,0.0
67,64,42,28,2009,10872667.8585
67,64,42,28,2010,0.0
67,64,42,28,2011,0.0
67,64,42,28,2012,0.0
67,64,42,28,2013,0.0
67,64,42,28,2014,9328035.06205
67,64,42,28,2015,0.0
67,64,42,28,2016,0.0
67,64,42,29,2000,0.0
67,64,42,29,2001,0.0
67,64,42,29,2002,0.0
67,64,42,29,2003,0.0
67,64,42,29,2004,1.02445483208e-06
67,64,42,29,2005,0.0
67,64,42,29,2006,0.0
67,64,42,29,2007,0.0
67,64,42,29,2008,0.0
67,64,42,29,2009,5718648.25176
67,64,42,29,2010,0.0
67,64,42,29,2011,0.0
67,64,42,29,2012,0.0
67,64,42,29,2013,0.0
67,64,42,29,2014,4906224.68138
67,64,42,29,2015,0.0
67,64,42,29,2016,0.0
67,64,42,30,2000,0.0
67,64,42,30,2001,0.0
67,64,42,30,2002,0.0
67,64,42,30,2003,0.0
67,64,42,30,2004,3.15776560456e-07
67,64,42,30,2005,0.0
67,64,42,30,2006,0.0
67,64,42,30,2007,0.0
67,64,42,30,2008,0.0
67,64,42,30,2009,923771.723031
67,64,42,30,2010,0.0
67,64,42,30,2011,0.0
67,64,42,30,2012,0.0
67,64,42,30,2013,0.0
67,64,42,30,2014,792535.47831
67,64,42,30,2015,0.0
67,64,42,30,2016,0.0
67,64,44,28,2000,0.0
67,64,44,28,2001,0.0
67,64,44,28,2002,5268197.24385
67,64,44,28,2003,0.0
67,64,44,28,2004,0.0
67,64,44,28,2005,0.0
67,64,44,28,2006,0.0
67,64,44,28,2007,4687548.11041
67,64,44,28,2008,0.0
67,64,44,28,2009,0.0
67,64,44,28,2010,0.0
67,64,44,28,2011,0.0
67,64,44,28,2012,4338311.52949
67,64,44,28,2013,0.0
67,64,44,28,2014,0.0
67,64,44,28,2015,0.0
67,64,44,28,2016,0.0
67,64,44,29,2000,0.0
67,64,44,29,2001,0.0
67,64,44,29,2002,2770890.02906
67,64,44,29,2003,0.0
67,64,44,29,2004,0.0
67,64,44,29,2005,0.0
67,64,44,29,2006,0.0
67,64,44,29,2007,2465488.61378
67,64,44,29,2008,0.0
67,64,44,29,2009,0.0
67,64,44,29,2010,0.0
67,64,44,29,2011,0.0
67,64,44,29,2012,2281802.21878
67,64,44,29,2013,0.0
67,64,44,29,2014,0.0
67,64,44,29,2015,0.0
67,64,44,29,2016,0.0
67,64,44,30,2000,0.0
67,64,44,30,2001,0.0
67,64,44,30,2002,447600.506935
67,64,44,30,2003,0.0
67,64,44,30,2004,0.0
67,64,44,30,2005,0.0
67,64,44,30,2006,0.0
67,64,44,30,2007,398266.961806
67,64,44,30,2008,0.0
67,64,44,30,2009,0.0
67,64,44,30,2010,0.0
67,64,44,30,2011,0.0
67,64,44,30,2012,368594.862713
67,64,44,30,2013,0.0
67,64,44,30,2014,0.0
67,64,44,30,2015,0.0
67,64,44,30,2016,0.0
