subsector_id,gau,final_energy,demand_technology,oth_1,oth_2,year,value,id,sensitivity
68,middle atlantic,,,,,1999,53.0206,6388,
68,east north central,,,,,1999,151.314,6389,
68,west north central,,,,,1999,144.679,6390,
68,south atlantic,,,,,1999,107.568,6391,
68,east south central,,,,,1999,49.2737,6392,
68,west south central,,,,,1999,138.968,6393,
68,mountain,,,,,1999,62.3147,6394,
68,pacific,,,,,1999,143.679,6395,
68,new england,,,,,2000,15.9028,6396,
68,middle atlantic,,,,,2000,53.9798,6397,
68,east north central,,,,,2000,153.419,6398,
68,west north central,,,,,2000,145.927,6399,
68,south atlantic,,,,,2000,108.386,6400,
68,east south central,,,,,2000,51.3146,6401,
68,west south central,,,,,2000,138.108,6402,
68,mountain,,,,,2000,59.3998,6403,
68,pacific,,,,,2000,147.445,6404,
68,new england,,,,,2001,14.6759,6405,
68,middle atlantic,,,,,2001,54.146,6406,
68,east north central,,,,,2001,153.256,6407,
68,west north central,,,,,2001,145.0,6408,
68,south atlantic,,,,,2001,107.586,6409,
68,east south central,,,,,2001,52.6284,6410,
